combination_rank,pnl_rank,isin,number_of_signals,number_of_trades,gross_pnl,net_pnl,gross_return_pct,net_return_pct,annualized_volatility,sharpe,sortino,max_drawdown,win_rate,average_trade_return,median_trade_return,profit_factor,best_trade,worst_trade,exposure_pct,turnover,trade_std,standard_error,t_stat,p_value,confidence_95_low,confidence_95_high,positive_months,negative_months,best_month,worst_month,monthly_return_std,buy_hold_pnl,excess_pnl,pnl_0bps,pnl_5bps,pnl_10bps,pnl_20bps,pnl_30bps,symbol,company_name,series,first_traded_date,last_traded_date,sessions_available,median_daily_value,median_volume,pct_near_zero_volume,average_daily_range,circuit_like_sessions,corporate_action_observations,coverage_ratio,liquidity_flag,coverage_flag,new_listing_flag,suspension_flag,strategy,parameters,execution_class,evaluation_start,evaluation_end,score_net_pnl,score_sharpe,score_pnl_30bps,score_max_drawdown,score_excess_pnl,combination_score,positive_pillars,evidence_tier,sample_tier,profit_rank,comparable_rank
1,29,INE965H01011,174,174,7057863.589570956,4994940.387616356,70.57863589570957,49.94940387616356,0.3226321251156128,12.435543381064615,,-0.0178566699880264,0.6896551724137931,0.0230580792413808,0.0239784075573549,38.149127666669166,0.0694285714285714,-0.002,0.6904761904761905,348.0,0.0208273843303212,0.0015789199313682,14.603703951852363,5.42470991105763e-32,0.0199416523376133,0.0261745061451484,13,0,0.6876990754170835,0.0676696345497815,0.1798455661557575,-47058.82352941178,5041999.211145768,7057863.589570956,5939449.242129728,4994940.387616356,3524145.658068826,2476213.748662591,SITINET,SITI NETWORKS LIMITED,BZ,2025-08-20,2026-08-27,252,175786.905,455920.0,0.0,0.0422387013165579,13,0,1.0,LOW,FULL,False,False,gap_fade_050,"{""gap_threshold"":0.005}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.83611312545322,99.99564902102973,99.83611312545322,95.34590282813633,99.83901377810007,99.19506889050035,5,ROBUST POSITIVE,LOW LIQUIDITY,57,
2,27,INE965H01011,174,174,7057863.589570956,4994940.387616356,70.57863589570957,49.94940387616356,0.3226321251156128,12.435543381064615,,-0.0178566699880264,0.6896551724137931,0.0230580792413808,0.0239784075573549,38.149127666669166,0.0694285714285714,-0.002,0.6904761904761905,348.0,0.0208273843303212,0.0015789199313682,14.603703951852363,5.42470991105763e-32,0.0199416523376133,0.0261745061451484,13,0,0.6876990754170835,0.0676696345497815,0.1798455661557575,-47058.82352941178,5041999.211145768,7057863.589570956,5939449.242129728,4994940.387616356,3524145.658068826,2476213.748662591,SITINET,SITI NETWORKS LIMITED,BZ,2025-08-20,2026-08-27,252,175786.905,455920.0,0.0,0.0422387013165579,13,0,1.0,LOW,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.83611312545322,99.99564902102973,99.83611312545322,95.34590282813633,99.83901377810007,99.19506889050035,5,ROBUST POSITIVE,LOW LIQUIDITY,57,
3,21,INE106I01010,154,154,7740829.685682983,5709899.1715857405,77.40829685682984,57.09899171585741,0.379160171189453,10.983596623702358,24.075390193840114,-0.0351491712707182,0.8376623376623377,0.0270424829618109,0.0244029278494248,17.22326393822341,0.0889090909090908,-0.0351491712707182,0.6111111111111112,308.0,0.0254881045656535,0.0020538899968483,13.166470942117966,5.960919774795916e-27,0.0229848377759691,0.0311001281476527,13,0,0.5729206485860283,0.1562460466373929,0.108440933139136,-4761.904761904705,5714661.076347645,7740829.685682983,6649894.844910392,5709899.1715857405,4202502.009636548,3084333.056881182,ANKITMETAL,ANKIT MET & POW LTD,BZ,2025-08-20,2026-08-27,252,36059.705,21027.0,0.0,0.0565145449198417,2,0,1.0,LOW,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.8665699782451,99.96519216823785,99.87527193618564,93.34300217548949,99.8665699782451,98.90949963741842,5,ROBUST POSITIVE,LOW LIQUIDITY,47,
4,90,INE623B01027,174,174,2985914.1643684986,2092954.758364808,29.859141643684985,20.92954758364808,0.2761199052296959,11.386198571113248,,-0.023737752105285,0.6206896551724138,0.018068713048174,0.0197391304347825,24.81784901804764,0.0568235294117644,-0.002,0.6904761904761905,348.0,0.0183662892195773,0.0013923447925165,12.977182911364816,2.4895737097975884e-27,0.0153205428056468,0.0208168832907013,12,1,0.5514871242673178,-0.0059880079999999,0.1766234030560855,-30357.14285714296,2123311.9012219505,2985914.1643684986,2501615.880250172,2092954.758364808,1457340.5275996772,1005209.0465584252,FEL,FUTURE ENTERPRISES LTD,BZ,2025-08-20,2026-08-27,252,69747.545,157561.0,0.0,0.0307855285722524,35,0,1.0,LOW,FULL,False,False,gap_fade_050,"{""gap_threshold"":0.005}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.45322697606962,99.97534445250182,99.43002175489485,94.72226250906454,99.45322697606962,98.84336475707035,5,ROBUST POSITIVE,LOW LIQUIDITY,189,
5,88,INE623B01027,174,174,2985914.1643684986,2092954.758364808,29.859141643684985,20.92954758364808,0.2761199052296959,11.386198571113248,,-0.023737752105285,0.6206896551724138,0.018068713048174,0.0197391304347825,24.81784901804764,0.0568235294117644,-0.002,0.6904761904761905,348.0,0.0183662892195773,0.0013923447925165,12.977182911364816,2.4895737097975884e-27,0.0153205428056468,0.0208168832907013,12,1,0.5514871242673178,-0.0059880079999999,0.1766234030560855,-30357.14285714296,2123311.9012219505,2985914.1643684986,2501615.880250172,2092954.758364808,1457340.5275996772,1005209.0465584252,FEL,FUTURE ENTERPRISES LTD,BZ,2025-08-20,2026-08-27,252,69747.545,157561.0,0.0,0.0307855285722524,35,0,1.0,LOW,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.45322697606962,99.97534445250182,99.43002175489485,94.72226250906454,99.45322697606962,98.84336475707035,5,ROBUST POSITIVE,LOW LIQUIDITY,189,
6,33,INE060B01014,149,149,5610116.636874368,4170874.815868268,56.10116636874368,41.70874815868268,0.4217962805356973,9.166841811741229,23.23729250257074,-0.03975938481148,0.825503355704698,0.0259499314124265,0.02290525175961,14.960027445098149,0.1962039769082745,-0.0384817591204398,0.5912698412698413,298.0,0.0303354635876443,0.0024851780094741,10.441880345592498,1.814058978452268e-19,0.0210389152472963,0.0308609475775568,13,0,1.2148287521533985,0.0325773744855968,0.305030592590587,-30172.760144636355,4201047.576012904,5610116.636874368,4838688.848712222,4170874.815868268,3092582.924799393,2285173.891571057,KHANDSE,KHANDWALA SECURITIES LTD,EQ,2025-08-20,2026-08-27,252,63992.49,3285.5,0.0079365079365079,0.0624727943315467,1,0,1.0,LOW,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.79695431472081,99.82596084118927,99.81145757795504,92.73096446700507,99.79985496736766,98.74633792603335,5,ROBUST POSITIVE,LOW LIQUIDITY,71,
7,30,INE060B01014,173,173,6731171.099255279,4771368.029260767,67.31171099255279,47.71368029260767,0.4301118792333414,9.308526746099693,23.93860663704137,-0.0419870504697358,0.7976878612716763,0.0231428204142124,0.022131842260153,10.379118051526008,0.1962039769082745,-0.0384817591204398,0.6865079365079365,346.0,0.0300401720523314,0.0022839119883907,10.132973832550894,3.2347465185906187e-19,0.0186347157810041,0.0276509250474208,13,0,1.16313140786533,0.0325773744855968,0.2902868641815385,-30172.760144636355,4801540.789405403,6731171.099255279,5669111.808186307,4771368.029260767,3371514.0571954544,2372281.915232722,KHANDSE,KHANDWALA SECURITIES LTD,EQ,2025-08-20,2026-08-27,252,63992.49,3285.5,0.0079365079365079,0.0624727943315467,1,0,1.0,LOW,FULL,False,False,gap_fade_050,"{""gap_threshold"":0.005}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.83176214648296,99.84916606236403,99.82596084118927,92.40609137055837,99.83176214648296,98.72023205221174,5,ROBUST POSITIVE,LOW LIQUIDITY,59,
8,24,INE472M01018,173,173,8324626.640025934,5910028.053520927,83.24626640025934,59.10028053520927,0.449127304673095,9.411197603057644,24.583888910722703,-0.047304490566038,0.7052023121387283,0.0244325191514865,0.0226305418719212,8.522053172551695,0.0974152046783625,-0.0344074074074075,0.6865079365079365,346.0,0.0313030874578146,0.002379929668645,10.266067721823152,1.3773774267887601e-19,0.0197348898117987,0.0291301484911743,13,0,0.9892277545665772,0.0977269903318349,0.2737607145396492,-20095.69377990425,5930123.747300832,8324626.640025934,7016220.655945023,5910028.053520927,4184648.2551050326,2952569.50789744,MTEDUCARE,MT EDUCARE LTD,BE,2025-08-20,2026-08-27,252,38695.335,22003.0,0.0039682539682539,0.0690727890839615,1,0,1.0,LOW,FULL,False,False,gap_fade_050,"{""gap_threshold"":0.005}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.86947063089195,99.85786802030456,99.8665699782451,91.62871646120378,99.86947063089195,98.63045685279188,5,ROBUST POSITIVE,LOW LIQUIDITY,46,
9,25,INE890C01046,140,140,7373267.892176568,5594332.652381594,73.73267892176568,55.94332652381594,0.3980856697744562,10.427029930461874,47.88280393070103,-0.0486083049483389,0.6714285714285714,0.0296489370973301,0.035037037037037,33.16790534670146,0.0932380952380952,-0.0390370370370369,0.5555555555555556,280.0,0.0272407741349032,0.0023022656162211,12.878156581252384,1.7994383453065567e-25,0.0250969488051102,0.0342009253895499,11,1,1.2265400132383193,-0.044601658500339,0.4089959860538505,-31972.789115646345,5626305.44149724,7373267.892176568,6423871.091094438,5594332.652381594,4236558.827308892,3200782.262551771,SANWARIA,SANWARIA CONSUMER LIMITED,BZ,2025-08-20,2026-08-27,230,158455.40999999997,599456.0,0.0,0.0489106470199008,32,0,0.9126984126984128,LOW,PARTIAL,False,True,gap_fade_050,"{""gap_threshold"":0.005}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.85641769398114,99.94343727338652,99.8796229151559,91.43582306018854,99.85931834662799,98.61595358955766,5,ROBUST POSITIVE,LIMITED SAMPLE,50,
10,24,INE890C01046,140,140,7373267.892176568,5594332.652381594,73.73267892176568,55.94332652381594,0.3980856697744562,10.427029930461874,47.88280393070103,-0.0486083049483389,0.6714285714285714,0.0296489370973301,0.035037037037037,33.16790534670146,0.0932380952380952,-0.0390370370370369,0.5555555555555556,280.0,0.0272407741349032,0.0023022656162211,12.878156581252384,1.7994383453065567e-25,0.0250969488051102,0.0342009253895499,11,1,1.2265400132383193,-0.044601658500339,0.4089959860538505,-31972.789115646345,5626305.44149724,7373267.892176568,6423871.091094438,5594332.652381594,4236558.827308892,3200782.262551771,SANWARIA,SANWARIA CONSUMER LIMITED,BZ,2025-08-20,2026-08-27,230,158455.40999999997,599456.0,0.0,0.0489106470199008,32,0,0.9126984126984128,LOW,PARTIAL,False,True,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.85641769398114,99.94343727338652,99.8796229151559,91.43582306018854,99.85931834662799,98.61595358955766,5,ROBUST POSITIVE,LIMITED SAMPLE,50,
11,28,INE472M01018,155,155,6334166.160704722,4655998.10488774,63.341661607047214,46.5599810488774,0.437774816436481,9.10061889114196,24.70307334463606,-0.0473044905660375,0.7225806451612903,0.0257033662227615,0.0247379679144383,9.737004822984996,0.0974152046783625,-0.0328641975308642,0.6150793650793651,310.0,0.0313618747939423,0.0025190464025114,10.20360966639425,5.373423786465252e-19,0.0207270201364834,0.0306797123090396,13,0,0.9892277545665772,0.0901577862781535,0.273420721767682,-20095.69377990425,4676093.798667644,6334166.160704722,5432214.244529875,4655998.10488774,3413455.264266888,2493997.370556074,MTEDUCARE,MT EDUCARE LTD,BE,2025-08-20,2026-08-27,252,38695.335,22003.0,0.0039682539682539,0.0690727890839615,1,0,1.0,LOW,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.82596084118927,99.8085569253082,99.8404641044235,91.63161711385061,99.82596084118927,98.5962291515591,5,ROBUST POSITIVE,LOW LIQUIDITY,61,
12,98,INE342A01018,117,117,2335172.568709808,1838721.5050718735,23.35172568709808,18.387215050718737,0.3378451565433167,8.990102581208086,17.378458175210394,-0.0364827586206897,0.8632478632478633,0.0259595095204164,0.0258745644599303,19.62851270037722,0.0932380952380952,-0.0364827586206897,0.4642857142857143,234.0,0.0248178830246562,0.0022944140972786,11.314221591998976,1.8807714501396846e-20,0.0214151332990183,0.0305038857418144,13,0,0.7620212916628195,0.0191826828125893,0.1890336111683023,-25132.27513227504,1863853.7802041487,2335172.568709808,2072934.9083012613,1838721.5050718735,1442793.0795716925,1127172.8786381774,PREMIER,PREMIER LIMITED,BE,2025-08-20,2026-08-27,252,19611.57,6489.0,0.0,0.0592424352568903,0,0,1.0,LOW,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.36185641769399,99.79115300942712,99.50108774474256,93.19506889050037,99.36475707034083,98.55112400290066,5,ROBUST POSITIVE,LOW LIQUIDITY,221,
13,42,INE048C01025,202,202,5440321.038300322,3626745.770557724,54.40321038300323,36.26745770557724,0.3098158433922119,11.914250682597002,20.319949664582577,-0.0493410635745702,0.8267326732673267,0.0182733842753219,0.0189166633427371,9.647271678210345,0.0674498381877022,-0.0493410635745702,0.8015873015873016,404.0,0.0202253223294508,0.001423048713238,12.841011066825818,5.9510879334608375e-28,0.0154673648716362,0.0210794036790075,13,0,0.5466504412518847,0.0793773672209887,0.1433375459058458,6816.94731124393,3619928.82324648,5440321.038300322,4444379.789888703,3626745.770557724,2404873.353391668,1582292.8962711196,VHLTD,VICEROY HOTELS LIMITED,BE,2025-08-20,2026-08-27,252,1598499.13,11834.5,0.0,0.0422143596947922,0,0,1.0,OK,FULL,False,False,gap_fade_050,"{""gap_threshold"":0.005}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.73894126178389,99.98549673676578,99.67802755620015,91.28934010152284,99.73023930384336,98.50688905003626,5,ROBUST POSITIVE,COMPARABLE,91,1
14,48,INE048C01025,175,175,4781884.906003762,3365381.9023363213,47.81884906003762,33.65381902336321,0.3008557458942176,12.014724738402306,18.13299343233172,-0.0493410635745701,0.8685714285714285,0.0206554227022041,0.0202408728493493,13.905287475788068,0.0674498381877022,-0.0493410635745702,0.6944444444444444,350.0,0.0196727918798725,0.0014871232830992,13.88951604547345,5.3536949244531e-30,0.0177203002084961,0.0235905451959122,13,0,0.548926894414888,0.0638612536193639,0.1492035589975535,6816.94731124393,3358564.9550250773,4781884.906003762,4013445.686066241,3365381.9023363213,2358230.011115778,1642611.7057543248,VHLTD,VICEROY HOTELS LIMITED,BE,2025-08-20,2026-08-27,252,1598499.13,11834.5,0.0,0.0422143596947922,0,0,1.0,OK,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.69543147208122,99.99129804205947,99.69833212472807,91.29224075416968,99.68963016678752,98.49354604786078,5,ROBUST POSITIVE,COMPARABLE,106,2
15,11,INE938A01021,181,181,13500648.733584858,9456741.352382034,135.0064873358486,94.56741352382032,0.5291329889677291,8.949113206065954,23.60027554619925,-0.055084812080661,0.6740331491712708,0.0261617183388743,0.0202222222222222,8.210140482868885,0.1306781326781327,-0.0407096774193549,0.7182539682539683,362.0,0.0368153943214415,0.0027364667090908,9.560400735723192,9.013808130325234e-18,0.0207620378821977,0.0315613987955509,13,0,0.8861185705623125,0.2457242308880294,0.20015825178828,-29960.31746031756,9486701.669842351,13500648.733584858,11301765.919554424,9456741.352382034,6610583.97055633,4608796.225901785,LCCINFOTEC,LCC INFOTECH LTD,EQ,2025-08-20,2026-08-27,252,237334.535,49269.0,0.0039682539682539,0.0677197187117652,19,0,1.0,LOW,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.94198694706309,99.78535170413343,99.9361856417694,90.28281363306743,99.94198694706309,98.46062364031908,5,ROBUST POSITIVE,LOW LIQUIDITY,21,
16,58,INE486Y01013,135,135,3707941.8853135714,2826794.416124681,37.079418853135714,28.267944161246813,0.4003508362253246,8.682408691074293,14.840203763603755,-0.0488223086900129,0.8518518518518519,0.0257482191105305,0.0217785016286646,13.166542367078394,0.1183571428571428,-0.0488223086900129,0.5357142857142857,270.0,0.029686256849236,0.0025549861864072,10.077635349855562,3.9950784789465236e-18,0.020694901619541,0.0308015366015199,13,0,0.8590740876184491,0.037107891924903,0.2496468029104668,-36662.85951614568,2863457.275640827,3707941.8853135714,3238636.5233854414,2826794.416124681,2148385.030295304,1626334.054550744,TOUCHWOOD,TOUCHWOOD ENTERTAIN LTD.,EQ,2025-08-20,2026-08-27,252,194088.55,2232.5,0.0079365079365079,0.050640001883243,0,0,1.0,LOW,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.62291515591008,99.73604060913705,99.68963016678752,91.39956490210297,99.62001450326323,98.42480058013052,5,ROBUST POSITIVE,LOW LIQUIDITY,131,
17,4,INE669A01022,143,143,15850728.08402414,11997701.361799031,158.50728084024138,119.97701361799032,0.5446662608641967,9.14418554513002,17.275533862899835,-0.0578329999572606,0.8741258741258742,0.0348288765700307,0.0265714285714285,16.14076433648194,0.2361635581061693,-0.055763440860215,0.5674603174603174,286.0,0.0394016045795584,0.0032949277011114,10.570452443700724,1.2615519001816572e-19,0.0283154272672903,0.0413423258727712,12,0,0.8520326287612476,0.0,0.2695072013935827,-21756.37979383234,12019457.741592864,15850728.08402414,13792190.989028024,11997701.361799031,9070484.421848306,6847808.806294907,INFOMEDIA,INFOMEDIA PRESS LIMITED,EQ,2025-08-25,2026-08-27,233,68006.42,12114.0,0.0128755364806866,0.0782199463810635,3,0,0.9246031746031746,LOW,PARTIAL,True,True,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.97969543147208,99.82015953589558,99.98839738941263,89.79550398839739,99.97969543147208,98.42189992748368,5,ROBUST POSITIVE,LIMITED SAMPLE,8,
18,208,INE435D01014,79,79,1206971.2194473976,1021388.9797901988,12.069712194473976,10.213889797901988,0.3420140523181388,7.263136950850075,25.74531803968768,-0.0194637681159419,0.8987341772151899,0.0314442392544537,0.0282189781021897,64.53983453540538,0.1469361702127659,-0.0194637681159419,0.3134920634920635,158.0,0.0283941964055777,0.0031945966832432,9.842944938680136,2.5290668498554504e-15,0.0250842858115833,0.0378041926973241,5,0,1.1727494725460543,0.0,0.3892910078907261,591.7159763313248,1020797.2638138676,1206971.2194473976,1110674.1832229695,1021388.9797901988,861871.9780238454,724799.6860886815,MCCHRLS-B,MAC CHARLES (INDIA) LTD.,EQ,2026-04-20,2026-08-27,91,77580.0,113.0,0.4395604395604395,0.0600891687420414,2,0,0.3611111111111111,LOW,PARTIAL,True,True,gap_fade_050,"{""gap_threshold"":0.005}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,98.77882523567803,99.22842639593908,99.17621464829587,95.15881073241479,98.75852066715011,98.40116026105875,5,ROBUST POSITIVE,LIMITED SAMPLE,422,
19,3,INE642Z01026,169,169,17370975.16381534,12482172.302155755,173.7097516381534,124.82172302155756,0.4153826726922947,11.951339360781477,22.426277741522146,-0.0599950432059277,0.8994082840236687,0.0293750253605563,0.0245210608424337,23.441985974349127,0.1277619047619048,-0.055864168618267,0.6706349206349206,338.0,0.0271489682021076,0.0020883821693928,14.065924231241585,3.3766005196978154e-30,0.0252521722083046,0.0334978785128081,13,0,1.1600385856280933,0.1473137815345888,0.2447549767256117,-55696.20253164563,12537868.5046874,17370975.16381534,14727605.542310072,12482172.302155755,8955584.259873904,6413262.855814044,AKI,AKI INDIA LIMITED,EQ,2025-08-20,2026-08-27,252,405925.015,64945.0,0.0,0.0664893464316346,0,0,1.0,LOW,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.98259608411892,99.98839738941263,99.98549673676578,89.39811457577956,99.98259608411892,98.39666424945614,5,ROBUST POSITIVE,LOW LIQUIDITY,7,
20,183,INE435D01014,74,74,1181910.1665442006,1010908.8477133884,11.819101665442004,10.109088477133884,0.3419245436178749,7.23721671635647,20.29281145795357,-0.0194637681159418,0.9324324324324323,0.0334402976054573,0.0305023064519421,84.09021322913098,0.1469361702127659,-0.0194637681159419,0.2936507936507936,148.0,0.0281866388021444,0.0032766302048742,10.205697779295528,1.0627422571998122e-15,0.0269099830245391,0.0399706121863754,5,0,1.1727494725460543,0.0,0.3900931372372999,591.7159763313248,1010317.1317370572,1181910.1665442006,1093391.8198376754,1010908.8477133884,862451.032714,733600.1309594085,MCCHRLS-B,MAC CHARLES (INDIA) LTD.,EQ,2026-04-20,2026-08-27,91,77580.0,113.0,0.4395604395604395,0.0600891687420414,2,0,0.3611111111111111,LOW,PARTIAL,True,True,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,98.77302393038434,99.21392313270486,99.19071791153009,95.16171138506164,98.74111675126903,98.39666424945614,5,ROBUST POSITIVE,LIMITED SAMPLE,424,
21,60,INE505V01016,155,155,3744973.4030926074,2739364.4105823794,37.44973403092607,27.3936441058238,0.3783343880307072,9.08549438121651,20.27726043116006,-0.0501502242152467,0.832258064516129,0.022176483591445,0.0216286919831224,9.440122570154491,0.1208992628992629,-0.0501502242152467,0.6150793650793651,310.0,0.0271153145739569,0.0021779544775073,10.182253036264306,6.126770729549046e-19,0.0178739605297696,0.0264790066531203,13,0,0.5296510675828179,0.0628081681620542,0.1512757390637618,-37894.21813403418,2777258.6287164134,3744973.4030926074,3204375.9574724715,2739364.4105823794,1995514.605152635,1445613.837797918,EUROBOND,EURO PANEL PRODUCTS LTD,EQ,2025-08-20,2026-08-27,252,1245981.075,7185.5,0.0,0.0510651253642299,0,0,1.0,OK,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.59970993473532,99.80565627266135,99.62581580855692,91.18201595358956,99.59970993473532,98.38346627991298,5,ROBUST POSITIVE,COMPARABLE,139,3
22,20,INE740X01023,161,161,8566944.24490608,6233801.324020684,85.66944244906081,62.33801324020684,0.4031611138417146,10.570238562072513,16.64445430555874,-0.0582845165780886,0.8633540372670807,0.0264690009457006,0.0252727272727273,12.502465573774987,0.1112352941176469,-0.056242002781641,0.6388888888888888,322.0,0.0275183253526072,0.0021687478572663,12.20473871917256,1.2379259300118332e-24,0.0221859374191522,0.0307520644722489,13,0,0.7843545586209733,0.1436545597454863,0.1953029575341139,-15042.57332071889,6248843.897341402,8566944.24490608,7309662.16350553,6233801.324020684,4525906.500812177,3276464.6165719577,LAL,LORENZINI APPARELS LTD,EQ,2025-08-20,2026-08-27,252,265885.55,32299.5,0.0,0.0692051632791852,0,0,1.0,LOW,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.88107324147933,99.95068890500363,99.88397389412617,89.72298767222625,99.88107324147933,98.37186366932559,5,ROBUST POSITIVE,LOW LIQUIDITY,42,
23,10,INE024D01016,166,166,14144956.228780637,10216268.665221795,141.44956228780634,102.16268665221796,0.4483294198861018,10.652180512378214,28.281453608836948,-0.059978092412305,0.7951807228915663,0.0287691922267262,0.0263182410731542,13.676541970302296,0.119377672209026,-0.0424774260508563,0.6587301587301587,332.0,0.0304823538561036,0.0023658894970181,12.15998983172534,1.0662622085058352e-24,0.0240978720480716,0.0334405124053809,13,0,0.9646338563823628,0.1687094648907274,0.2625281578482485,-57627.564439768525,10273896.229661563,14144956.228780637,12023442.634564271,10216268.665221795,7366395.550740131,5300389.7152369,PRUDMOULI,PRUDENTIAL SUGAR CORPORAT,BE,2025-08-20,2026-08-27,252,351401.065,18081.5,0.0039682539682539,0.0649394998559491,1,0,1.0,LOW,FULL,False,False,gap_fade_100,"{""gap_threshold"":0.01}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.94778825235679,99.95649021029732,99.95649021029732,89.40681653372009,99.94778825235679,98.37012327773749,5,ROBUST POSITIVE,LOW LIQUIDITY,19,
24,9,INE938A01021,191,191,14564379.504674722,10001339.352085058,145.6437950467472,100.01339352085056,0.5393990173791955,8.89385909048833,20.958372953525448,-0.0593770491803278,0.675392670157068,0.0251169573514053,0.0202222222222222,7.096746752207634,0.1306781326781327,-0.0593770491803278,0.7579365079365079,382.0,0.0370369231446628,0.0026798977045645,9.37235675400039,2.1291571598414838e-17,0.0198307836042792,0.0304031310985315,13,0,0.8251666676976321,0.2597908525842944,0.1851033656765626,-29960.31746031756,10031299.669545377,14564379.504674722,12071969.843033474,10001339.352085058,6853080.868687176,4682526.704939329,LCCINFOTEC,LCC INFOTECH LTD,EQ,2025-08-20,2026-08-27,252,237334.535,49269.0,0.0039682539682539,0.0677197187117652,19,0,1.0,LOW,FULL,False,False,gap_fade_050,"{""gap_threshold"":0.005}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.94488759970993,99.77664974619289,99.93908629441624,89.52864394488759,99.94488759970993,98.34764321972443,5,ROBUST POSITIVE,LOW LIQUIDITY,20,
25,117,INE474L01016,120,120,2233538.1226977324,1746468.0887372275,22.33538122697733,17.464680887372275,0.3861511231743776,7.781179175082122,17.52310391902599,-0.041985751542528,0.725,0.0250392589839919,0.0258037474192669,8.978798954007692,0.0967903225806452,-0.0383636363636363,0.4761904761904761,240.0,0.0302804505202821,0.0027642143002295,9.05836388369462,3.1676953915373588e-15,0.0195658385896923,0.0305126793782916,9,0,0.6594674375680338,0.0,0.2201726619125846,-51216.022889842665,1797684.1116270702,2233538.1226977324,1975884.419168737,1746468.0887372275,1360393.1815073655,1054511.0400253534,OMKARCHEM,OMKAR SPL CHEM LTD,BZ,2025-08-20,2026-04-28,168,47018.565,8378.5,0.0059523809523809,0.0671776111723444,2,0,0.6666666666666666,LOW,PARTIAL,False,True,gap_fade_050,"{""gap_threshold"":0.005}",INTRADAY_SHORT_ALLOWED_RESEARCH,2025-08-20,2026-08-27,99.32414793328499,99.44597534445249,99.47208121827411,92.40899202320522,99.33575054387236,98.34314720812182,5,ROBUST POSITIVE,LIMITED SAMPLE,234,
