eq_rank,worklist_rank,symbol,current_symbol,company_name,isin,strategy,research_score,eq_screen_pass,worklist_pass,current_series,snapshot_price,broker_listed,mis_margin_percent,budget,notional_cap,cash_cap_shares,illustrative_risk_shares,illustrative_planned_loss,risk_budget,tick_size,recent_median_value,recent_sessions,number_of_trades,audited_trades,short_trades,restricted_trades,unknown_series_trades,non_eq_trades,screen_reasons,worklist_reasons,historical_initial_investment,net_pnl,historical_ending_value,pnl_30bps,sharpe,max_drawdown,original_max_drawdown,excess_pnl,confidence_95_low,coverage_ratio,intraday,execution_validated
6855,,RELAXO,RELAXO,RELAXO FOOT LTD.,INE131B01039,volume_continuation,68.10547843331682,True,False,EQ,344.75,True,20.0,1000.0,500.0,1,1.0,4.519499999999978,5.0,0.05,67294364.35,20.0,13,13,5,0,0,0,,Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,-5597.396436206109,94402.60356379389,-10412.667008752847,-0.5471438872976698,-0.10404317708730071,-0.1040431770873007,20683.52686365924,-0.0207173839001696,1.0,True,False
6856,,VAML,VAML,VEDANTA ALUMINIUM METAL L,INE1CDF01017,reversal_5d,68.09700875888282,True,False,EQ,437.75,True,20.0,1000.0,500.0,1,0.0,,5.0,0.05,2910399800.525,20.0,10,10,5,0,0,0,,"No whole share fits illustrative 1% stop and INR 5 planned-risk limit, or tick is missing | Historical coverage below 95% or fewer than 20 trades",100000.0,-3417.300226135485,96582.69977386452,-7225.207756529446,-0.6879349262526195,-0.05954198128786192,-0.059541981287862,4941.23980209601,-0.0147061131780893,0.2103174603174603,True,False
6857,,AJANTPHARM,AJANTPHARM,AJANTA PHARMA LIMITED,INE031B01049,gap_fade_050,68.09659560403239,True,False,EQ,3464.8,True,20.0,1000.0,500.0,0,,,5.0,0.05,273489621.25,20.0,98,98,75,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen,100000.0,12389.423664364222,112389.42366436422,-24086.971401618317,0.7428444691917648,-0.1283020655514956,-0.1283020655514956,-18694.80672072068,-0.0022699187701472,1.0,True,False
6858,,DHANUKA,DHANUKA,DHANUKA AGRITECH LTD,INE435G01025,volume_reversal,68.09473640720542,True,False,EQ,1010.65,True,20.0,1000.0,500.0,0,,,5.0,0.05,16086533.4,20.0,10,10,2,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,-6536.218324074958,93463.78167592504,-10233.654580563729,-0.8414304637863408,-0.08762053704264328,-0.0876205370426432,32765.5488084909,-0.0241011910551025,1.0,True,False
6859,,CARERATING,CARERATING,CARE RATINGS LIMITED,INE752H01013,turn_of_month,68.09308378780366,True,False,EQ,1738.2,True,20.0,1000.0,500.0,0,,,5.0,0.05,83809727.7,20.0,75,75,0,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen,100000.0,2226.9011231660843,102226.90112316608,-24310.791478538813,0.2189633333227247,-0.11202702621793537,-0.1120270262179353,603.3629295858991,-0.0036478543081903,1.0,True,False
6860,,NAUKRI,NAUKRI,INFO EDGE (I) LTD,INE663F01032,reversal_5d,68.09205090067758,True,False,EQ,1319.8,True,20.0,1000.0,500.0,0,,,5.0,0.05,1666348509.15,20.0,46,46,27,0,0,0,,One share exceeds INR 500 cash cap,100000.0,-1707.2064211928955,98292.7935788071,-18264.37653388716,-0.1095926593789162,-0.07243580686742301,-0.072435806867423,1971.820230023732,-0.0049346407527339,1.0,True,False
6861,,MUTHOOTCAP,MUTHOOTCAP,MUTHOOT CAP SERV LTD,INE296G01013,volume_reversal,68.09122459097671,True,False,EQ,241.72,False,,1000.0,500.0,2,1.0,3.2034399999999965,5.0,0.01,2757572.66,20.0,18,18,11,0,0,0,,Not listed in dated Zerodha MIS table | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,-4600.334051516402,95399.6659484836,-11261.346361494536,-0.243407850057962,-0.09528320298359161,-0.0952832029835916,7089.832584630916,-0.0197590824813667,1.0,True,False
6862,,ALEMBICLTD,ALEMBICLTD,ALEMBIC LIMITED,INE426A01027,turn_of_month,68.08853908444885,True,False,EQ,111.41,True,20.0,1000.0,500.0,4,3.0,4.4284599999999985,5.0,0.01,61477653.1,20.0,75,75,0,0,0,0,,Fails 20-session INR 50 crore liquidity screen,100000.0,454.75318110222,100454.75318110222,-25628.76018967823,0.1096871912573041,-0.10023624135206233,-0.1002362413520623,5067.710300092469,-0.0041617834746493,1.0,True,False
6863,,HPL,HPL,HPL ELECTRIC & POWER LTD,INE495S01016,volume_reversal,68.08089571971576,True,False,EQ,304.15,True,20.0,1000.0,500.0,1,1.0,3.9783,5.0,0.05,24975002.525,20.0,13,13,8,0,0,0,,Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,-6727.241668113638,93272.75833188636,-11489.124584767384,-0.6869736001718738,-0.09783891063017391,-0.0978389106301739,31687.331447690565,-0.0212141708412328,1.0,True,False
6864,,ICICIGI,ICICIGI,ICICI LOMBARD GIC LIMITED,INE765G01017,gap_fade_050,68.07759048091225,True,False,EQ,1510.0,True,20.0,1000.0,500.0,0,,,5.0,0.05,1053801806.1999999,20.0,64,64,36,0,0,0,,One share exceeds INR 500 cash cap,100000.0,-2235.8385127090733,97764.16148729093,-24365.06153426932,-0.1065655925967023,-0.10365806282795853,-0.1036580628279584,16444.073413144797,-0.0043273820898225,1.0,True,False
6865,,FRONTSP,FRONTSP,FRONTIER SPRINGS LTD.,INE572D01014,reversal_5d,68.07676417121137,True,False,EQ,1291.8,True,20.0,1000.0,500.0,0,,,5.0,0.05,26462276.65,20.0,28,28,13,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,-2875.030848334441,97124.96915166556,-13204.059290128062,-0.0240241592562876,-0.1546856479288311,-0.1546856479288311,12187.578594292749,-0.0164900019922756,0.3611111111111111,True,False
6866,,KALAMANDIR,KALAMANDIR,SAI SILKS (KALAMANDIR) L,INE438K01021,momentum_5d,68.07655759378616,True,False,EQ,86.49,True,20.0,1000.0,500.0,5,,,5.0,0.01,26322951.69,20.0,90,90,59,0,0,0,,Below INR 100 pilot price floor or missing price | Fails 20-session INR 50 crore liquidity screen,100000.0,-1180.384109197781,98819.61589080222,-31116.518331239044,0.0656899420415974,-0.16918666979855712,-0.1691866697985571,47620.75259081998,-0.0050021867263731,1.0,True,False
6867,,CDSL,CDSL,CENTRAL DEPO SER (I) LTD,INE736A01011,reversal_5d,68.07614443893571,True,False,EQ,1394.6,True,20.0,1000.0,500.0,0,,,5.0,0.05,1331062315.25,20.0,65,65,31,0,0,0,,One share exceeds INR 500 cash cap,100000.0,-1369.89533424619,98630.10466575381,-23997.394802480747,-0.046592103427804,-0.09342663532495532,-0.0934266353249553,9434.934911691817,-0.0039814645908942,1.0,True,False
6868,,KEC,KEC,KEC INTL. LIMITED,INE389H01022,momentum_1d,68.07387208725831,True,False,EQ,408.55,True,20.0,1000.0,500.0,1,0.0,,5.0,0.05,295524716.025,20.0,70,70,37,0,0,0,,"No whole share fits illustrative 1% stop and INR 5 planned-risk limit, or tick is missing | Fails 20-session INR 50 crore liquidity screen",100000.0,-4334.713128565243,95665.28687143476,-27756.47046333544,-0.1356235957356636,-0.12379638961190775,-0.1237963896119076,44774.64017135629,-0.0058738390270993,1.0,True,False
6869,,POWERICA,POWERICA,POWERICA LIMITED,INE921L01032,momentum_5d,68.07139315815569,True,False,EQ,525.05,True,20.0,1000.0,500.0,0,,,5.0,0.05,73017132.475,20.0,52,52,22,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,8888.905591664821,108888.90559166482,-11574.01086283299,0.5128595137673765,-0.14606891334095573,-0.1460689133409558,-24188.01748525827,-0.0060289026072124,0.4007936507936508,True,False
6870,,MANIPALHOS,MANIPALHOS,MANIPAL HEALTH ENTERPRI L,INE459N01021,gap_continuation_100,68.06922409519088,True,False,EQ,725.2,True,20.0,1000.0,500.0,0,,,5.0,0.05,1310278318.5,20.0,5,5,2,0,0,0,,One share exceeds INR 500 cash cap | Historical coverage below 95% or fewer than 20 trades,100000.0,-929.7452437112952,99070.2547562887,-2899.565113718578,-0.1498441654431067,-0.053057221558368894,-0.0530572215583688,-20571.397541484752,-0.034299229145717,0.0674603174603174,True,False
6871,,TENNIND,TENNIND,TENNECO CLEAN AIR INDIA L,INE19RI01016,reversal_1d,68.06808791935218,True,False,EQ,517.55,True,20.0,1000.0,500.0,0,,,5.0,0.05,523562311.70000005,20.0,73,73,37,0,0,0,,One share exceeds INR 500 cash cap | Historical coverage below 95% or fewer than 20 trades,100000.0,4867.8213064239535,104867.82130642395,-21723.692015552617,0.3598077203298904,-0.131175800498748,-0.1311758004987481,-5441.877145083825,-0.0039168026437734,0.7579365079365079,True,False
6872,,GENUSPAPER,GENUSPAPER,GENUS P&B LIMITED,INE949P01018,momentum_1d,68.06313006114692,True,False,EQ,12.76,False,,1000.0,500.0,39,,,5.0,0.01,1042100.565,20.0,78,78,44,0,0,0,,Not listed in dated Zerodha MIS table | Below INR 100 pilot price floor or missing price | Fails 20-session INR 50 crore liquidity screen,100000.0,764.0743199250719,100764.07431992507,-26295.328416035904,0.1527741392076179,-0.2076653654180054,-0.2076653654180054,31735.056462782115,-0.0058558176442106,1.0,True,False
6873,,TEJASNET,TEJASNET,TEJAS NETWORKS LIMITED,INE010J01012,momentum_5d,68.06251032887127,True,False,EQ,614.15,True,20.0,1000.0,500.0,0,,,5.0,0.05,538853120.0,20.0,101,101,59,0,0,0,,One share exceeds INR 500 cash cap,100000.0,9134.962026165042,109134.96202616504,-27197.553369131598,0.4179418053418944,-0.2911369144218753,-0.2911369144218751,22041.76045860676,-0.0067029851747813,1.0,True,False
6874,,JKCEMENT,JKCEMENT,JK CEMENT LIMITED,INE823G01014,gap_fade_050,68.05548669641382,True,False,EQ,5083.5,True,20.0,1000.0,500.0,0,,,5.0,0.05,95282148.0,20.0,94,94,53,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen,100000.0,2697.2409068698908,102697.24090686989,-29540.10044595615,0.2310433924944586,-0.2180877423379718,-0.2180877423379716,31959.929289650187,-0.0040503612679844,1.0,True,False
6875,,HCG,HCG,HEALTHCARE GLOB. ENT. LTD,INE075I01017,volume_reversal,68.05259461246075,True,False,EQ,700.2,True,20.0,1000.0,500.0,0,,,5.0,0.05,81004399.0,20.0,21,21,13,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen,100000.0,-933.508140044476,99066.49185995552,-8935.447901878928,-0.0580186311987476,-0.10303312572543832,-0.1030331257254382,-5912.885717847137,-0.0094835412101264,1.0,True,False
6876,,ENGINERSIN,ENGINERSIN,ENGINEERS INDIA LTD,INE510A01028,volume_continuation,68.05073541563378,True,False,EQ,279.45,True,20.0,1000.0,500.0,1,1.0,3.6489,5.0,0.05,643467907.135,20.0,16,16,2,0,0,0,,Historical coverage below 95% or fewer than 20 trades,100000.0,909.9372094824504,100909.93720948245,-5359.684847920682,0.1348389681887718,-0.08094942427901364,-0.0809494242790136,-25102.92124546194,-0.0215523019697638,1.0,True,False
6877,,GRAPHITE,GRAPHITE,GRAPHITE INDIA LTD,INE371A01025,volume_reversal,68.04804990910594,True,False,EQ,733.6,True,20.0,1000.0,500.0,0,,,5.0,0.05,542613220.175,20.0,23,23,21,0,0,0,,One share exceeds INR 500 cash cap,100000.0,1361.1752420677076,101361.17524206771,-7563.308659105285,0.1651396458874267,-0.0885897780219681,-0.0885897780219681,-22035.392056938814,-0.0116308180377874,1.0,True,False
6878,,JNKINDIA,JNKINDIA,JNK INDIA LIMITED,INE0OAF01028,volume_reversal,68.04267889605023,True,False,EQ,445.05,True,20.0,1000.0,500.0,1,0.0,,5.0,0.05,57140486.275000006,20.0,20,20,18,0,0,0,,"No whole share fits illustrative 1% stop and INR 5 planned-risk limit, or tick is missing | Fails 20-session INR 50 crore liquidity screen",100000.0,8076.22915380371,108076.22915380371,-225.15728224806665,0.5026470593552321,-0.16782995690926605,-0.167829956909266,-36958.82709925379,-0.0154850173318935,1.0,True,False
6879,,LTM,LTM,LTM LIMITED,INE214T01019,momentum_1d,68.0399933895224,True,False,EQ,4554.0,True,20.0,1000.0,500.0,0,,,5.0,0.05,1278881274.95,20.0,65,65,31,0,0,0,,One share exceeds INR 500 cash cap,100000.0,-353.9062833265634,99646.09371667344,-23212.701435819443,0.0560500278390005,-0.13532298735254378,-0.1353229873525437,12305.064563865875,-0.0047380186761393,1.0,True,False
6880,,ICICIPRULI,ICICIPRULI,ICICI PRU LIFE INS CO LTD,INE726G01019,volume_continuation,68.03730788299454,True,False,EQ,494.55,True,20.0,1000.0,500.0,1,0.0,,5.0,0.05,518168144.575,20.0,10,10,6,0,0,0,,"No whole share fits illustrative 1% stop and INR 5 planned-risk limit, or tick is missing | Historical coverage below 95% or fewer than 20 trades",100000.0,-5015.918491273958,94984.08150872604,-8767.255600711636,-0.762601926581983,-0.06749178635888087,-0.0674917863588809,14472.59678222856,-0.0198992314956257,1.0,True,False
6881,,ASHOKAMET,ASHOKAMET,ASHOKA METCAST LIMITED,INE760Y01011,momentum_1d,68.03193686993886,True,False,EQ,13.58,False,,1000.0,500.0,36,,,5.0,0.01,194843.27500000002,20.0,51,51,28,0,0,0,,Not listed in dated Zerodha MIS table | Below INR 100 pilot price floor or missing price | Fails 20-session INR 50 crore liquidity screen,100000.0,922.5730568011932,100922.5730568012,-17737.264928338875,0.1399276843993112,-0.2430778768906059,-0.2430778768906059,23189.54658959758,-0.006574393716553,1.0,True,False
6882,,ASHOKA,ASHOKA,ASHOKA BUILDCON LTD,INE442H01029,momentum_5d,68.02863163113534,True,False,EQ,115.55,True,20.0,1000.0,500.0,4,3.0,4.5733000000000175,5.0,0.01,79912964.81,20.0,74,74,49,0,0,0,,Fails 20-session INR 50 crore liquidity screen,100000.0,-1512.8068118955998,98487.1931881044,-26800.577171778947,0.0273789826866758,-0.1701040735509265,-0.1701040735509265,36052.77555956305,-0.0054592097946987,1.0,True,False
6883,,BENARAS,BENARAS,BENARES HOTELS LTD.,INE664D01019,gap_continuation_100,68.02202115352834,True,False,EQ,10200.0,False,,1000.0,500.0,0,,,5.0,0.05,755334.0,15.0,1,1,1,0,0,0,,Not listed in dated Zerodha MIS table | One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,-1583.0845771144232,98416.91542288558,-1983.0845771144232,-1.0000000000000002,-0.015830845771144242,-0.0158308457711442,-1799.2370628680364,,0.0357142857142857,True,False
6884,,MTNL,MTNL,MAHANAGAR TELEPHONE NIGAM,INE153A01019,close_to_open,68.02181457610313,True,False,EQ,26.55,True,20.0,1000.0,500.0,18,,,5.0,0.01,13001410.22,20.0,251,251,0,0,0,0,,Overnight strategy needs separate delivery and settlement review | Below INR 100 pilot price floor or missing price | Fails 20-session INR 50 crore liquidity screen,100000.0,6163.657429407831,106163.65742940783,-61171.76395811306,0.4307501197380274,-0.12922991793181193,-0.1292299179318119,45427.32081838568,-0.00106597918779,1.0,False,False
6885,,OLECTRA,OLECTRA,OLECTRA GREENTECH LIMITED,INE260D01016,gap_continuation_050,68.02098826640224,True,False,EQ,1229.0,True,20.0,1000.0,500.0,0,,,5.0,0.05,329371801.6,20.0,86,86,30,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen,100000.0,2928.00523272538,102928.00523272538,-27080.39548083325,0.2392310631347479,-0.1796866978457996,-0.1796866978457997,14965.410724169938,-0.0045649406793478,1.0,True,False
6886,,VIJAYA,VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,INE043W01024,volume_reversal,68.02078168897702,True,False,EQ,1493.2,True,20.0,1000.0,500.0,0,,,5.0,0.05,186824667.05,20.0,15,15,13,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,2438.081692448861,102438.08169244886,-3531.8318444718025,0.2827320939726351,-0.0814441261885781,-0.0814441261885782,-37192.07477981302,-0.0134115544773908,1.0,True,False
6887,,GRASIM,GRASIM,GRASIM INDUSTRIES LTD,INE047A01021,reversal_1d,68.02016195670137,True,False,EQ,3322.0,True,20.0,1000.0,500.0,0,,,5.0,0.05,3600400417.3,20.0,27,27,13,0,0,0,,One share exceeds INR 500 cash cap,100000.0,-315.820262600595,99684.1797373994,-10542.172743470916,-0.0081599714008125,-0.051512490151882084,-0.051512490151882,-15508.6923058775,-0.0055900583408261,1.0,True,False
6888,,VEDL,VEDL,VEDANTA LIMITED,INE205A01025,volume_reversal,68.01561725334655,True,False,EQ,272.1,True,20.0,1000.0,500.0,1,1.0,3.5842000000000453,5.0,0.05,2725791271.35,20.0,15,15,11,0,0,0,,Historical coverage below 95% or fewer than 20 trades,100000.0,4753.734104579373,104753.73410457937,-1341.8757282122388,0.5317771841510732,-0.04747448328978998,-0.0474744832897898,-73060.89293448027,-0.0106261706053196,1.0,True,False
6889,,KPIL,KPIL,KALPATARU PROJECT INT LTD,INE220B01022,reversal_1d,68.01169228226739,True,False,EQ,1406.6,True,20.0,1000.0,500.0,0,,,5.0,0.05,225538241.9,20.0,63,63,38,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen,100000.0,4115.183483778776,104115.18348377878,-19107.89446012031,0.3631201630554197,-0.14475342274854786,-0.1447534227485478,-4999.971834702446,-0.003579212914016,1.0,True,False
6890,,MANAPPURAM,MANAPPURAM,MANAPPURAM FINANCE LTD,INE522D01027,volume_reversal,68.00880019831433,True,False,EQ,339.7,True,20.0,1000.0,500.0,1,1.0,4.459400000000023,5.0,0.05,1569912665.4250002,20.0,11,11,8,0,0,0,,Historical coverage below 95% or fewer than 20 trades,100000.0,47.4468316284474,100047.44683162845,-4268.277943984023,0.0397672282732206,-0.0464143075097474,-0.0464143075097474,-29056.615494470563,-0.0133807033079751,1.0,True,False
6891,,NUCLEUS,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,INE096B01018,reversal_5d,68.0073541563378,True,False,EQ,729.15,True,20.0,1000.0,500.0,0,,,5.0,0.05,19840516.475,20.0,45,45,15,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen,100000.0,-4707.066321599908,95292.93367840009,-20452.41280232852,-0.2441026552284438,-0.1062713994924579,-0.1062713994924579,23646.651403113778,-0.0076442649084783,1.0,True,False
6892,,JAICORPLTD,JAICORPLTD,JAI CORP LIMITED,INE070D01027,volume_reversal,68.00425549495951,True,False,EQ,99.52,True,20.0,1000.0,500.0,5,,,5.0,0.01,26979102.46,20.0,12,12,11,0,0,0,,Below INR 100 pilot price floor or missing price | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,-4130.2241999474645,95869.77580005254,-8656.180022429908,-0.1037005823117267,-0.16804166666666664,-0.1680416666666666,13995.082523429155,-0.0398548899636365,1.0,True,False
6893,,SAATVIKGL,SAATVIKGL,SAATVIK GREEN ENERGY LTD,INE13B501022,close_to_open,68.00053710130557,True,False,EQ,424.4,True,20.0,1000.0,500.0,1,0.0,,5.0,0.05,23009566.75,20.0,225,225,0,0,0,0,,"Overnight strategy needs separate delivery and settlement review | No whole share fits illustrative 1% stop and INR 5 planned-risk limit, or tick is missing | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades",100000.0,13555.152277338362,113555.15227733836,-53897.262388289215,0.6401272860798138,-0.14314770149796763,-0.1431477014979676,16346.166572777469,-0.0014531232278307,0.8968253968253969,False,False
6894,,KIRLOSIND,KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,INE250A01039,reversal_1d,67.99847132705338,True,False,EQ,3731.5,True,20.0,1000.0,500.0,0,,,5.0,0.05,14443921.6,20.0,79,79,38,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen,100000.0,5901.938234090092,105901.93823409009,-22830.328064512723,0.3622781034929305,-0.23288485433363249,-0.2328848543336326,10673.391779259444,-0.0047659453946516,1.0,True,False
6895,,HARSHA,HARSHA,HARSHA ENGINEERS INT LTD,INE0JUS01029,volume_reversal,67.99557924310031,True,False,EQ,454.35,True,20.0,1000.0,500.0,1,0.0,,5.0,0.05,75683685.325,20.0,10,10,6,0,0,0,,"No whole share fits illustrative 1% stop and INR 5 planned-risk limit, or tick is missing | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades",100000.0,-2006.1524260440488,97993.84757395595,-5864.104890116912,-0.4560540173082794,-0.042130672723494134,-0.042130672723494,-7668.120863581978,-0.0119378881342352,1.0,True,False
6896,,LEMONTREE,LEMONTREE,LEMON TREE HOTELS LTD,INE970X01018,reversal_1d,67.987729300942,True,False,EQ,104.95,True,20.0,1000.0,500.0,4,3.0,4.119700000000019,5.0,0.01,283464220.93,20.0,74,74,32,0,0,0,,Fails 20-session INR 50 crore liquidity screen,100000.0,40.27040534000844,100040.27040534001,-25640.2168612642,0.0922031423722589,-0.18452030830881017,-0.1845203083088101,27667.95857738296,-0.0046643589640932,1.0,True,False
6897,,TRAVELFOOD,TRAVELFOOD,TRAVEL FOOD SERVICES LTD,INE103V01028,momentum_5d,67.98483721698892,True,False,EQ,1296.3,True,20.0,1000.0,500.0,0,,,5.0,0.05,73334997.6,20.0,65,65,24,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen,100000.0,4696.5161648623325,104696.51616486233,-19305.409729717023,0.3557727110516855,-0.09411715195526982,-0.0941171519552698,-15658.983248653863,-0.0042929263811733,1.0,True,False
6898,,GNRL,GNRL,GUJARAT NATURAL RES L,INE207H01018,reversal_5d,67.98421748471328,True,False,EQ,99.27,True,20.0,1000.0,500.0,5,,,5.0,0.01,8337489.375,20.0,29,29,12,0,0,0,,Below INR 100 pilot price floor or missing price | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,-2142.6407292441,97857.3592707559,-12893.71418772402,-0.0369205585445185,-0.1011765583295614,-0.1011765583295614,-283.34424683202815,-0.0127002516134225,0.3611111111111111,True,False
6899,,RELAXO,RELAXO,RELAXO FOOT LTD.,INE131B01039,reversal_1d,67.9800859362089,True,False,EQ,344.75,True,20.0,1000.0,500.0,1,1.0,4.519499999999978,5.0,0.05,67294364.35,20.0,75,75,34,0,0,0,,Fails 20-session INR 50 crore liquidity screen,100000.0,418.5269007330935,100418.5269007331,-25663.565636113257,0.1546162585652778,-0.19586454005471587,-0.1958645400547157,26699.45020059844,-0.0073349618330781,1.0,True,False
6900,,VARROC,VARROC,VARROC ENGINEERING LTD.,INE665L01035,gap_fade_100,67.97987935878368,True,False,EQ,826.35,True,20.0,1000.0,500.0,0,,,5.0,0.05,273083979.525,20.0,44,44,27,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen,100000.0,9379.643492049712,109379.64349204971,-8277.397696416418,0.5783644909149986,-0.12358382030522275,-0.1235838203052228,-40055.25497344692,-0.0060328291098096,1.0,True,False
6901,,KANPRPLA,KANPRPLA,KANPUR PLASTIPACK LIMITED,INE694E01014,reversal_5d,67.97905304908281,True,False,EQ,250.2,True,20.0,1000.0,500.0,1,1.0,3.3204,5.0,0.05,13292904.71,20.0,97,97,52,0,0,0,,Fails 20-session INR 50 crore liquidity screen,100000.0,16992.85396444927,116992.85396444927,-20667.025126481924,0.5915275334117726,-0.2283519584601158,-0.2283519584601158,-5398.5395715857885,-0.0057150734644613,1.0,True,False
6902,,PNCINFRA,PNCINFRA,PNC INFRATECH LTD.,INE195J01029,gap_fade_050,67.97078995207403,True,False,EQ,183.11,True,20.0,1000.0,500.0,2,2.0,4.842439999999969,5.0,0.01,99361034.655,20.0,98,98,57,0,0,0,,Fails 20-session INR 50 crore liquidity screen,100000.0,4509.754197977905,104509.7541979779,-29432.615451618185,0.3079204101065709,-0.2785000906307308,-0.2785000906307309,41162.58077095783,-0.0038846247793771,1.0,True,False
6903,,ACE,ACE,ACTION CONST EQUIP LTD,INE731H01025,gap_continuation_100,67.96955048752272,True,False,EQ,1125.4,True,20.0,1000.0,500.0,0,,,5.0,0.05,316123086.25,20.0,34,34,12,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen,100000.0,3747.292286672673,103747.29228667267,-9460.624188725356,0.3121206868108077,-0.17075457595800048,-0.1707545759580004,-9966.421427041205,-0.0080412778651121,1.0,True,False
6904,,SALONA,SALONA,SALONA COTSPIN LTD.,INE498E01010,volume_reversal,67.966038671294,True,False,EQ,269.95,False,,1000.0,500.0,1,1.0,3.529900000000034,5.0,0.05,147411.01499999998,20.0,20,20,14,0,0,0,,Not listed in dated Zerodha MIS table | Fails 20-session INR 50 crore liquidity screen,100000.0,-12.63522119629488,99987.3647788037,-7720.813758135046,0.0882859804871688,-0.09746722325344981,-0.0974672232534499,-14434.316825976464,-0.0188569853586856,1.0,True,False
6905,,ANDREWYU,ANDREWYU,ANDREW YULE & CO. LTD.,INE449C01025,gap_fade_050,67.96541893901835,True,False,EQ,27.93,False,,1000.0,500.0,17,,,5.0,0.01,1826631.44,15.0,7,7,4,0,0,0,,Not listed in dated Zerodha MIS table | Below INR 100 pilot price floor or missing price | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,-1439.8143561892211,98560.18564381078,-4174.79067114908,-0.0719620564824927,-0.11548825095973114,-0.1154882509597311,-8149.688546048157,-0.0432165492194641,0.0357142857142857,True,False
6906,,NIRLON,NIRLON,NIRLON LTD,INE910A01012,volume_reversal,67.96118410180135,True,False,EQ,620.0,True,20.0,1000.0,500.0,0,,,5.0,0.05,4465269.824999999,20.0,4,4,2,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,-1114.4942830849177,98885.50571691508,-2691.7068786495365,-0.4185656030211816,-0.01574233128834357,-0.0157423312883435,-18048.857646615143,-0.0260095047332997,0.3611111111111111,True,False
6907,,SEKURITIND,SEKURITIND,SAINT GOBAIN SEKUR IND L,INE068B01017,turn_of_month,67.95323087093043,True,False,EQ,114.56,False,,1000.0,500.0,4,3.0,4.537360000000002,5.0,0.01,2272316.7,15.0,3,3,0,0,0,0,,Not listed in dated Zerodha MIS table | Fails 20-session INR 50 crore liquidity screen | Historical coverage below 95% or fewer than 20 trades,100000.0,-1473.6078090631927,98526.39219093681,-2657.045523766981,-1.037779065429503,-0.014736078090631932,-0.0147360780906319,-767.8855065378884,-0.0249000779913528,0.0357142857142857,True,False
6908,,HONAUT,HONAUT,HONEYWELL AUTOMATION IND,INE671A01010,gap_fade_050,67.94992563212692,True,False,EQ,35655.0,True,20.0,1000.0,500.0,0,,,5.0,0.05,77321767.5,20.0,89,89,69,0,0,0,,One share exceeds INR 500 cash cap | Fails 20-session INR 50 crore liquidity screen,100000.0,6483.764199177604,106483.7641991776,-25451.23101364782,0.4263991168359704,-0.22052168424114682,-0.2205216842411468,9883.160445404326,-0.0033647086092798,1.0,True,False
