eq_rank,worklist_rank,symbol,current_symbol,company_name,isin,strategy,research_score,eq_screen_pass,worklist_pass,current_series,snapshot_price,broker_listed,mis_margin_percent,budget,notional_cap,cash_cap_shares,illustrative_risk_shares,illustrative_planned_loss,risk_budget,tick_size,recent_median_value,recent_sessions,number_of_trades,audited_trades,short_trades,restricted_trades,unknown_series_trades,non_eq_trades,screen_reasons,worklist_reasons,historical_initial_investment,net_pnl,historical_ending_value,pnl_30bps,sharpe,max_drawdown,original_max_drawdown,excess_pnl,confidence_95_low,coverage_ratio,intraday,execution_validated
287,1,BANDHANBNK,BANDHANBNK,BANDHAN BANK LIMITED,INE545U01014,gap_continuation_100,95.64514129895886,True,True,EQ,164.95,True,20.0,1000.0,500.0,3,2.0,4.32980000000003,5.0,0.01,845147095.665,20.0,37,37,19,0,0,0,,,100000.0,60712.21033395961,160712.2103339596,38819.55143809313,3.079344272468176,-0.034560869253138504,-0.0345608692531386,63189.07947941097,0.005413240790014,1.0,True,False
391,2,POWERGRID,POWERGRID,POWER GRID CORP. LTD.,INE752E01010,gap_fade_050,94.89340604858701,True,True,EQ,266.0,True,20.0,1000.0,500.0,1,1.0,3.5119999999999774,5.0,0.05,2045111029.025,20.0,79,79,47,0,0,0,,,100000.0,59007.186395520985,159007.18639552098,16062.838173507174,3.1327351440779823,-0.050497622698489786,-0.0504976226984897,67028.01972885433,0.0023453153089155,1.0,True,False
512,3,POWERGRID,POWERGRID,POWER GRID CORP. LTD.,INE752E01010,gap_fade_100,94.2693356470005,True,True,EQ,266.0,True,20.0,1000.0,500.0,1,1.0,3.5119999999999774,5.0,0.05,2045111029.025,20.0,36,36,20,0,0,0,,,100000.0,39771.32489659844,139771.32489659844,21150.35892337351,2.7270626475285877,-0.03907044106831303,-0.039070441068313,47792.15822993178,0.0030158842448597,1.0,True,False
649,4,BANDHANBNK,BANDHANBNK,BANDHAN BANK LIMITED,INE545U01014,gap_continuation_050,93.4285655263593,True,True,EQ,164.95,True,20.0,1000.0,500.0,3,2.0,4.32980000000003,5.0,0.01,845147095.665,20.0,85,85,36,0,0,0,,,100000.0,53857.73642421287,153857.73642421287,9618.15445964942,2.317934522827607,-0.06651971478495267,-0.0665197147849526,56334.60556966423,0.0008304346823733,1.0,True,False
1249,5,TATAPOWER,TATAPOWER,TATA POWER CO LTD,INE245A01021,gap_fade_100,90.18240786646835,True,True,EQ,368.0,True,20.0,1000.0,500.0,1,1.0,4.845999999999977,5.0,0.05,1580684879.8,20.0,21,21,10,0,0,0,,,100000.0,16235.707487768726,116235.70748776873,6915.847429781934,1.844620535771762,-0.022044543429844077,-0.022044543429844,25782.1548730958,-0.0004892885124247,1.0,True,False
1315,6,TATAPOWER,TATAPOWER,TATA POWER CO LTD,INE245A01021,gap_fade_050,89.7682201289043,True,True,EQ,368.0,True,20.0,1000.0,500.0,1,1.0,4.845999999999977,5.0,0.05,1580684879.8,20.0,51,51,25,0,0,0,,,100000.0,21143.477561365944,121143.47756136594,-1178.534137247494,1.8807677611336224,-0.029953488996423583,-0.0299534889964235,30689.92494669302,-0.0001783906432657,1.0,True,False
1383,7,NTPC,NTPC,NTPC LTD,INE733E01010,gap_fade_100,89.40361097339283,True,True,EQ,332.5,True,20.0,1000.0,500.0,1,1.0,4.3750000000000115,5.0,0.05,2596856663.35,20.0,20,20,11,0,0,0,,,100000.0,16198.641706137409,116198.64170613741,7311.112776662849,2.0100260788452773,-0.0153513149022253,-0.0153513149022253,17437.262807465697,0.0002942447793693,1.0,True,False
1647,8,HAPPSTMNDS,HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,INE419U01012,reversal_5d,88.1629069575277,True,True,EQ,354.0,True,20.0,1000.0,500.0,1,1.0,4.638,5.0,0.05,753218049.925,20.0,61,61,20,0,0,0,,,100000.0,32226.9654960903,132226.9654960903,3653.3914269026423,1.3078448008119132,-0.1437017407406571,-0.1437017407406571,60883.2765053424,-0.0026158075326278,1.0,True,False
1668,9,ONGC,ONGC,OIL AND NATURAL GAS CORP.,INE213A01029,gap_fade_100,88.04846306395638,True,True,EQ,234.65,True,20.0,1000.0,500.0,2,1.0,3.1093000000000033,5.0,0.01,2775082213.085,20.0,25,25,18,0,0,0,,,100000.0,17687.1125063659,117687.1125063659,6533.695681313373,1.6042374189556423,-0.06768138842224458,-0.0676813884222445,20183.540177207426,-0.0016694402208052,1.0,True,False
1790,10,BPCL,BPCL,BHARAT PETROLEUM CORP  LT,INE029A01011,momentum_5d,87.42687159147249,True,True,EQ,315.7,True,20.0,1000.0,500.0,1,1.0,4.151400000000034,5.0,0.05,1504042323.325,20.0,44,44,20,0,0,0,,,100000.0,19421.49068713322,119421.49068713322,182.26897762507724,1.5639846856221775,-0.06201545284497534,-0.0620154528449752,20494.75246968119,-0.0011377756796419,1.0,True,False
1909,11,SWIGGY,SWIGGY,SWIGGY LIMITED,INE00H001014,gap_fade_100,86.90402412824326,True,True,EQ,276.1,True,20.0,1000.0,500.0,1,1.0,3.6422,5.0,0.05,3023414109.25,20.0,43,43,26,0,0,0,,,100000.0,20270.148522302872,120270.14852230287,1297.6786510121165,1.0522283462487532,-0.12303082592072845,-0.1230308259207284,50780.27788525146,-0.0043227857535491,1.0,True,False
1972,12,BANKINDIA,BANKINDIA,BANK OF INDIA,INE084A01016,gap_continuation_050,86.60737894562882,True,True,EQ,145.0,True,20.0,1000.0,500.0,3,2.0,3.8299999999999774,5.0,0.01,754397260.855,20.0,77,77,28,0,0,0,,,100000.0,33167.828535434324,133167.82853543432,-2085.153243169145,1.9998770519460856,-0.05696490863248771,-0.0569649086324876,9037.00185503268,6.89661293091638e-05,1.0,True,False
1987,13,RAIN,RAIN,RAIN INDUSTRIES LIMITED,INE855B01025,gap_continuation_100,86.54747149231534,True,True,EQ,215.72,True,20.0,1000.0,500.0,2,1.0,2.8614400000000058,5.0,0.01,785659370.01,20.0,42,42,16,0,0,0,,,100000.0,32833.84269354172,132833.84269354172,12374.383349253229,1.6204974494436637,-0.099149141742225,-0.099149141742225,8478.395185384841,-0.0016149713895488,1.0,True,False
2034,14,AWL,AWL,AWL AGRI BUSINESS LIMITED,INE699H01024,gap_fade_100,86.26508015204098,True,True,EQ,187.29,True,20.0,1000.0,500.0,2,2.0,4.949160000000009,5.0,0.01,561855120.3199999,20.0,43,43,26,0,0,0,,,100000.0,24866.417820667837,124866.41782066783,5185.778272617972,1.353018175308371,-0.17771452952903688,-0.1777145295290368,47910.14735255005,-0.0026487811848892,1.0,True,False
2118,15,BANKBARODA,BANKBARODA,BANK OF BARODA,INE028A01039,gap_continuation_100,85.88539084448851,True,True,EQ,239.0,True,20.0,1000.0,500.0,2,1.0,3.1679999999999864,5.0,0.01,1806686690.8600001,20.0,34,34,18,0,0,0,,,100000.0,14010.072587701305,114010.0725877013,-463.73080201263656,1.403027861126042,-0.05818219944927616,-0.0581821994492761,16458.969572117436,-0.0017232887738977,1.0,True,False
2201,16,PPLPHARMA,PPLPHARMA,PIRAMAL PHARMA LIMITED,INE0DK501011,gap_fade_100,85.52408692778053,True,True,EQ,214.22,True,20.0,1000.0,500.0,2,1.0,2.848440000000015,5.0,0.01,639401063.4000001,20.0,31,31,14,0,0,0,,,100000.0,21690.188749000867,121690.18874900087,7554.183446549927,1.8757936820961405,-0.11652408263133018,-0.11652408263133,11011.027016855282,-0.0003123610134818,1.0,True,False
2239,17,CUB,CUB,CITY UNION BANK LTD,INE491A01021,gap_fade_100,85.34705007436787,True,True,EQ,236.01,True,20.0,1000.0,500.0,2,1.0,3.1320200000000136,5.0,0.01,520786236.12,20.0,34,34,19,0,0,0,,,100000.0,21961.321487865687,121961.32148786569,6502.810359946336,1.252741364236419,-0.1089354423096095,-0.1089354423096096,14022.34705644878,-0.0038305651392255,1.0,True,False
2433,18,PATANJALI,PATANJALI,PATANJALI FOODS LIMITED,INE619A01035,gap_fade_100,84.43976202280615,True,True,EQ,342.5,True,20.0,1000.0,500.0,1,1.0,4.5149999999999775,5.0,0.05,720843981.5999999,20.0,22,22,17,0,0,0,,,100000.0,4845.014292326683,104845.01429232668,-3986.505239291888,0.7845558282823948,-0.051805439798504826,-0.0518054397985048,46300.38034400395,-0.0037476574390843,1.0,True,False
2473,19,AWL,AWL,AWL AGRI BUSINESS LIMITED,INE699H01024,gap_fade_050,84.28524210874235,True,True,EQ,187.29,True,20.0,1000.0,500.0,2,2.0,4.949160000000009,5.0,0.01,561855120.3199999,20.0,84,84,55,0,0,0,,,100000.0,32313.429638507776,132313.42963850778,-5410.844905416816,1.5051378854896742,-0.19727925356647025,-0.1972792535664701,55357.15917038999,-0.0011242651666472,1.0,True,False
2557,20,IOC,IOC,INDIAN OIL CORP LTD,INE242A01010,momentum_5d,83.93798545694926,True,True,EQ,137.6,True,20.0,1000.0,500.0,3,2.0,3.6304000000000087,5.0,0.01,1088369458.555,20.0,46,46,21,0,0,0,,,100000.0,12349.85320638548,112349.85320638548,-6524.798987308663,1.2047757546948832,-0.045810392791458376,-0.0458103927914583,15476.39359086522,-0.0017561724749509,1.0,True,False
2668,21,SAMMAANCAP,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,INE148I01020,gap_continuation_100,83.42753263923319,True,True,EQ,158.39,True,20.0,1000.0,500.0,3,2.0,4.163560000000025,5.0,0.01,963280553.225,20.0,34,34,9,0,0,0,,,100000.0,26820.1366232492,126820.1366232492,10761.83107556998,1.3627577536578055,-0.15065909430112712,-0.1506590943011272,7497.169341098343,-0.0035695284104302,1.0,True,False
2790,22,NTPC,NTPC,NTPC LTD,INE733E01010,gap_fade_050,82.97719385225582,True,True,EQ,332.5,True,20.0,1000.0,500.0,1,1.0,4.3750000000000115,5.0,0.05,2596856663.35,20.0,57,57,29,0,0,0,,,100000.0,13154.228782987862,113154.22878298786,-9913.61512821776,1.2326341841108162,-0.04840064172804259,-0.0415990722147182,14392.84988431615,-0.0014019448284374,1.0,True,False
3044,23,M&MFIN,M&MFIN,M&M FIN. SERVICES LTD,INE774D01024,gap_continuation_100,82.0089654602545,True,True,EQ,373.65,True,20.0,1000.0,500.0,1,1.0,4.9073000000000455,5.0,0.05,685055156.175,20.0,39,39,13,0,0,0,,,100000.0,26634.311102252366,126634.31110225237,8408.126950598045,1.8239892876338455,-0.04838554423592489,-0.048385544235925,-19126.145171511685,-0.0005076832749623,1.0,True,False
3057,24,TMPV,TMPV,TATA MOTORS PASS VEH LTD,INE155A01022,momentum_5d,81.9598000330524,True,True,EQ,311.5,True,20.0,1000.0,500.0,1,1.0,4.093000000000023,5.0,0.05,2618626895.5,20.0,66,66,37,0,0,0,,,100000.0,10748.52486635618,110748.52486635618,-14961.195443582372,0.835273738904881,-0.07276442039040432,-0.0605795558331054,35347.09926961477,-0.0023426593622617,1.0,True,False
3174,25,SAMMAANCAP,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,INE148I01020,volume_continuation,81.48859692612791,True,True,EQ,158.39,True,20.0,1000.0,500.0,3,2.0,4.163560000000025,5.0,0.01,963280553.225,20.0,21,21,4,0,0,0,,,100000.0,13408.974781033425,113408.97478103342,4304.254113384159,1.1596868091886363,-0.05631651870115029,-0.0563165187011502,-5913.992501117435,-0.0049389381609062,1.0,True,False
3182,26,VMM,VMM,VISHAL MEGA MART LIMITED,INE01EA01019,reversal_1d,81.4580234671955,True,True,EQ,106.14,True,20.0,1000.0,500.0,4,3.0,4.186840000000007,5.0,0.01,1043042671.1299999,20.0,61,61,33,0,0,0,,,100000.0,9522.173325859769,109522.17332585977,-14205.530537087718,0.6660563683445534,-0.07267944127650694,-0.0726794412765068,36157.59211534409,-0.0033974851982994,1.0,True,False
3263,27,ITC,ITC,ITC LTD,INE154A01025,gap_fade_050,81.16674929763676,True,True,EQ,264.1,True,20.0,1000.0,500.0,1,1.0,3.458199999999966,5.0,0.05,3504678210.3999996,20.0,40,40,23,0,0,0,,,100000.0,4259.178514817788,104259.17851481779,-11170.843978379402,0.5865044158939227,-0.056406494575717,-0.056406494575717,38505.084161359,-0.0027569509345477,1.0,True,False
3325,28,IFCI,IFCI,IFCI LTD,INE039A01010,gap_continuation_050,80.90770120641217,True,True,EQ,101.38,True,20.0,1000.0,500.0,4,3.0,4.008280000000015,5.0,0.01,3490384221.1400003,20.0,108,108,33,0,0,0,,,100000.0,51404.37371886245,151404.37371886245,-1647.4510372261866,1.4344093749175786,-0.13857853698152722,-0.1385785369815272,-2316.895890769229,-0.0016290455902754,1.0,True,False
3374,29,VMM,VMM,VISHAL MEGA MART LIMITED,INE01EA01019,reversal_5d,80.7240538753925,True,True,EQ,106.14,True,20.0,1000.0,500.0,4,3.0,4.186840000000007,5.0,0.01,1043042671.1299999,20.0,31,31,16,0,0,0,,,100000.0,5279.488735256033,105279.48873525603,-7004.902538687646,0.4819651003924377,-0.08580135638385555,-0.0858013563838555,31914.907524740356,-0.0062363524100912,1.0,True,False
3515,30,SCI,SCI,SHIPPING CORP OF INDIA LT,INE109A01011,gap_continuation_100,80.25285076846802,True,True,EQ,295.35,True,20.0,1000.0,500.0,1,1.0,3.8907000000000456,5.0,0.05,569615929.125,20.0,44,44,20,0,0,0,,,100000.0,23195.54569323243,123195.54569323243,3358.683385322918,1.3657163926846594,-0.08664904039339383,-0.0866490403933938,-13669.951382790998,-0.0023397417017672,1.0,True,False
3518,31,SAMMAANCAP,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,INE148I01020,turn_of_month,80.24686002313668,True,True,EQ,158.39,True,20.0,1000.0,500.0,3,2.0,4.163560000000025,5.0,0.01,963280553.225,20.0,75,75,0,0,0,0,,,100000.0,24528.68963328308,124528.68963328308,-7729.662533380208,1.0989273931446584,-0.11769867783258503,-0.1176986778325849,5205.722351132223,-0.0026298088314224,1.0,True,False
3760,32,HINDPETRO,HINDPETRO,HINDUSTAN PETROLEUM CORP,INE094A01015,reversal_1d,79.32283920013222,True,True,EQ,356.5,True,20.0,1000.0,500.0,1,1.0,4.693000000000011,5.0,0.05,1550322480.175,20.0,71,71,34,0,0,0,,,100000.0,10957.805264428289,110957.80526442829,-16490.701971705043,0.8048138090806867,-0.07561999969034994,-0.07561999969035,17176.20769112205,-0.0023795521159471,1.0,True,False
3804,33,IFCI,IFCI,IFCI LTD,INE039A01010,gap_continuation_100,79.14249710791606,True,True,EQ,101.38,True,20.0,1000.0,500.0,4,3.0,4.008280000000015,5.0,0.01,3490384221.1400003,20.0,49,49,18,0,0,0,,,100000.0,31097.52326331896,131097.52326331896,7825.479424676843,1.1664369701445296,-0.09193653808143976,-0.0919365380814397,-22623.74634631272,-0.0044379442238703,1.0,True,False
3816,34,BPCL,BPCL,BHARAT PETROLEUM CORP  LT,INE029A01011,gap_fade_100,79.10180135514791,True,True,EQ,315.7,True,20.0,1000.0,500.0,1,1.0,4.151400000000034,5.0,0.05,1504042323.325,20.0,58,58,33,0,0,0,,,100000.0,13105.75253965192,113105.75253965192,-10315.205401271334,0.8505780030331475,-0.120774568619203,-0.120774568619203,14179.014322199888,-0.0031832306816919,1.0,True,False
3874,35,CROMPTON,CROMPTON,CROMPT GREA CON ELEC LTD,INE299U01018,momentum_5d,78.89377788795241,True,True,EQ,232.4,True,20.0,1000.0,500.0,2,1.0,3.074799999999993,5.0,0.01,847721314.9200001,20.0,54,54,26,0,0,0,,,100000.0,6931.75829189636,106931.75829189636,-13858.231211178398,0.5834761117800294,-0.114844398004746,-0.1148443980047458,34731.45480175967,-0.0034170205532885,1.0,True,False
3896,36,ASHOKLEY,ASHOKLEY,ASHOK LEYLAND LTD,INE208A01029,gap_continuation_100,78.81817055032226,True,True,EQ,169.0,True,20.0,1000.0,500.0,2,2.0,4.485999999999995,5.0,0.01,2510244023.355,20.0,51,51,20,0,0,0,,,100000.0,24362.02052900012,124362.02052900012,1452.7128690472457,1.257998292096956,-0.1358051976099266,-0.1358051976099267,-8741.220767518389,-0.0027212865061601,1.0,True,False
3927,37,ONGC,ONGC,OIL AND NATURAL GAS CORP.,INE213A01029,momentum_1d,78.71033713435794,True,True,EQ,234.65,True,20.0,1000.0,500.0,2,1.0,3.1093000000000033,5.0,0.01,2775082213.085,20.0,30,30,17,0,0,0,,,100000.0,4577.4138773874,104577.4138773874,-7254.735066201654,0.6638029648005803,-0.0481184629990653,-0.0481184629990653,7073.841548228927,-0.003320106979458,1.0,True,False
4026,38,CROMPTON,CROMPTON,CROMPT GREA CON ELEC LTD,INE299U01018,gap_fade_100,78.37609486035365,True,True,EQ,232.4,True,20.0,1000.0,500.0,2,1.0,3.074799999999993,5.0,0.01,847721314.9200001,20.0,34,34,22,0,0,0,,,100000.0,4966.099997474681,104966.09999747468,-8389.95034912639,0.5558100481508552,-0.14107434482535075,-0.1410743448253508,32765.79650733799,-0.0041997522721418,1.0,True,False
4134,39,HAPPSTMNDS,HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,INE419U01012,volume_continuation,78.00363576268386,True,True,EQ,354.0,True,20.0,1000.0,500.0,1,1.0,4.638,5.0,0.05,753218049.925,20.0,20,20,4,0,0,0,,,100000.0,839.2054839598422,100839.20548395984,-6927.36986514891,0.1325828511454262,-0.06875953339991658,-0.0687595333999165,29495.516493211937,-0.0101601257845029,1.0,True,False
4207,40,ETERNAL,ETERNAL,ETERNAL LIMITED,INE758T01015,gap_fade_100,77.74954552966452,True,True,EQ,322.75,True,20.0,1000.0,500.0,1,1.0,4.225499999999989,5.0,0.05,7755765299.75,20.0,58,58,26,0,0,0,,,100000.0,14187.0000807818,114187.0000807818,-9454.51280565554,0.8890685209278225,-0.15813435452076396,-0.1581343545207638,11993.812959923234,-0.0031586960583847,1.0,True,False
4331,41,VIYASH,VIYASH,VIYASH SCIENTIFIC LIMITED,INE807F01027,volume_reversal,77.28805156172534,True,True,EQ,265.85,True,20.0,1000.0,500.0,1,1.0,3.511699999999977,5.0,0.05,932019464.075,20.0,21,21,17,0,0,0,,,100000.0,14658.23780315883,114658.23780315883,5458.103713910008,1.3228019175532766,-0.06355112561990706,-0.063551125619907,-32617.58512533117,-0.0037306363791283,1.0,True,False
4377,42,TATASTEEL,TATASTEEL,TATA STEEL LIMITED,INE081A01020,reversal_1d,77.10151214675261,True,True,EQ,188.79,True,20.0,1000.0,500.0,2,2.0,4.975159999999991,5.0,0.01,4678339405.950001,20.0,47,47,28,0,0,0,,,100000.0,11023.151523517869,111023.15152351787,-8002.300265433674,1.1462008211099768,-0.08884565267122702,-0.088845652671227,-6291.42487540211,-0.0017436226368033,1.0,True,False
4457,43,MARKSANS,MARKSANS,MARKSANS PHARMA LIMITED,INE750C01026,reversal_5d,76.71831102297142,True,True,EQ,326.75,True,20.0,1000.0,500.0,1,1.0,4.2935,5.0,0.05,723088181.3,20.0,71,71,49,0,0,0,,,100000.0,37263.00842993864,137263.00842993864,3391.178587625124,1.7040252029088891,-0.10776124854723568,-0.1077612485472355,-39723.09966643635,-0.0007536545610811,1.0,True,False
4463,44,PATANJALI,PATANJALI,PATANJALI FOODS LIMITED,INE619A01035,gap_fade_050,76.6974467030243,True,True,EQ,342.5,True,20.0,1000.0,500.0,1,1.0,4.5149999999999775,5.0,0.05,720843981.5999999,20.0,76,76,55,0,0,0,,,100000.0,6628.686219201583,106628.68621920158,-21353.415451104436,0.5419448240653822,-0.13762437685984874,-0.1376243768598488,48084.05227087885,-0.0025911235685845,1.0,True,False
4508,45,RVNL,RVNL,RAIL VIKAS NIGAM LIMITED,INE415G01027,momentum_1d,76.5222690464386,True,True,EQ,212.49,True,20.0,1000.0,500.0,2,1.0,2.824980000000005,5.0,0.01,790215108.33,20.0,64,64,32,0,0,0,,,100000.0,4148.407093195798,104148.4070931958,-19406.89858342709,0.3313561629207802,-0.10221901763428443,-0.1022190176342844,38244.51693301268,-0.0042625040567815,1.0,True,False
4529,46,SHANTIGOLD,SHANTIGOLD,SHANTI GOLD INTERNATION L,INE06ZD01017,reversal_5d,76.4144356304743,True,True,EQ,256.34,True,20.0,1000.0,500.0,1,1.0,3.392680000000002,5.0,0.01,581797494.775,20.0,79,79,46,0,0,0,,,100000.0,14308.424496428835,114308.42449642884,-16682.424427570368,0.6351394744014438,-0.14928809287617573,-0.1492880928761757,17055.460069551278,-0.0045918582468331,1.0,True,False
4543,47,POWERGRID,POWERGRID,POWER GRID CORP. LTD.,INE752E01010,reversal_1d,76.36774913237481,True,True,EQ,266.0,True,20.0,1000.0,500.0,1,1.0,3.5119999999999774,5.0,0.05,2045111029.025,20.0,22,22,13,0,0,0,,,100000.0,2085.3302837669617,102085.33028376696,-6524.220457799165,0.2943923702127608,-0.0744390861744787,-0.0744390861744787,10106.163617100305,-0.0067396269965925,1.0,True,False
4559,48,PPLPHARMA,PPLPHARMA,PIRAMAL PHARMA LIMITED,INE0DK501011,reversal_5d,76.30598248223434,True,True,EQ,214.22,True,20.0,1000.0,500.0,2,1.0,2.848440000000015,5.0,0.01,639401063.4000001,20.0,66,66,39,0,0,0,,,100000.0,13658.868351592277,113658.86835159227,-12718.240885256935,0.9267544240013836,-0.1281312777843875,-0.1281312777843875,2979.7066194466897,-0.002440113844172,1.0,True,False
4582,49,WELSPUNLIV,WELSPUNLIV,WELSPUN LIVING LIMITED,INE192B01031,gap_continuation_100,76.2107502892084,True,True,EQ,208.51,True,20.0,1000.0,500.0,2,1.0,2.7770200000000127,5.0,0.01,718406604.175,20.0,48,48,22,0,0,0,,,100000.0,22666.78277164887,122666.78277164887,1275.392582836197,1.212772022056135,-0.08637855711515685,-0.0863785571151568,-34999.66524409375,-0.0029947048997715,1.0,True,False
4595,50,BANKINDIA,BANKINDIA,BANK OF INDIA,INE084A01016,gap_continuation_100,76.15332176499751,True,True,EQ,145.0,True,20.0,1000.0,500.0,3,2.0,3.8299999999999774,5.0,0.01,754397260.855,20.0,34,34,13,0,0,0,,,100000.0,10003.37701867451,110003.37701867451,-3976.289659203336,0.8933899699254428,-0.0707093469104374,-0.0707093469104372,-14127.449661727136,-0.0038431050260551,1.0,True,False
4671,51,CROMPTON,CROMPTON,CROMPT GREA CON ELEC LTD,INE299U01018,momentum_1d,75.92402082300447,True,True,EQ,232.4,True,20.0,1000.0,500.0,2,1.0,3.074799999999993,5.0,0.01,847721314.9200001,20.0,50,50,26,0,0,0,,,100000.0,2729.224392828386,102729.22439282839,-15919.636541738742,0.2779601561154503,-0.10378900364385768,-0.1037890036438576,30528.92090269169,-0.0043462538790932,1.0,True,False
4761,52,WIPRO,WIPRO,WIPRO LTD,INE075A01022,momentum_5d,75.59205090067758,True,True,EQ,176.4,True,20.0,1000.0,500.0,2,2.0,4.655600000000039,5.0,0.01,1251249582.315,20.0,34,34,24,0,0,0,,,100000.0,-116.54619836279016,99883.45380163721,-12842.553032274722,0.0196678451887534,-0.0631561818190296,-0.0631561818190296,28454.882373065848,-0.0043230653172827,1.0,True,False
4776,53,VMM,VMM,VISHAL MEGA MART LIMITED,INE01EA01019,gap_fade_100,75.50838704346388,True,True,EQ,106.14,True,20.0,1000.0,500.0,4,3.0,4.186840000000007,5.0,0.01,1043042671.1299999,20.0,40,40,24,0,0,0,,,100000.0,1317.8050513550988,101317.8050513551,-13688.45987167224,0.167753212842461,-0.09613054851545344,-0.0961305485154533,27953.22384083942,-0.0057754128525406,1.0,True,False
4903,54,VIYASH,VIYASH,VIYASH SCIENTIFIC LIMITED,INE807F01027,reversal_1d,75.00061973227565,True,True,EQ,265.85,True,20.0,1000.0,500.0,1,1.0,3.511699999999977,5.0,0.05,932019464.075,20.0,100,100,55,0,0,0,,,100000.0,37092.91154586719,137092.9115458672,-8071.6892769038095,1.43107059619581,-0.19164655988746349,-0.1916465598874634,-10182.911382622811,-0.0013152688172306,1.0,True,False
4923,55,RVNL,RVNL,RAIL VIKAS NIGAM LIMITED,INE415G01027,momentum_5d,74.91778218476286,True,True,EQ,212.49,True,20.0,1000.0,500.0,2,1.0,2.824980000000005,5.0,0.01,790215108.33,20.0,69,69,41,0,0,0,,,100000.0,3048.3819684633927,103048.38196846339,-21845.026109983926,0.25002314560975,-0.10703090316695707,-0.107030903166957,37144.49180828028,-0.0049031690365088,1.0,True,False
4927,56,TMPV,TMPV,TATA MOTORS PASS VEH LTD,INE155A01022,turn_of_month,74.90042968104446,True,True,EQ,311.5,True,20.0,1000.0,500.0,1,1.0,4.093000000000023,5.0,0.05,2618626895.5,20.0,75,75,0,0,0,0,,,100000.0,4039.2575598630074,104039.257559863,-22963.836556453287,0.3266205689595655,-0.09948097703143244,-0.0994809770314324,28637.8319631216,-0.0035726092567325,1.0,True,False
4969,57,REDINGTON,REDINGTON,REDINGTON LIMITED,INE891D01026,gap_continuation_100,74.77627664848785,True,True,EQ,371.3,True,20.0,1000.0,500.0,1,1.0,4.902599999999989,5.0,0.05,1285574404.2,20.0,49,49,18,0,0,0,,,100000.0,20576.598898583037,120576.59889858303,-858.0153646139952,0.9634766495495024,-0.11753488385282473,-0.1175348838528247,-26519.645714591898,-0.0046684025308407,1.0,True,False
5045,58,ITC,ITC,ITC LTD,INE154A01025,momentum_1d,74.49429846306396,True,True,EQ,264.1,True,20.0,1000.0,500.0,1,1.0,3.458199999999966,5.0,0.05,3504678210.3999996,20.0,20,20,13,0,0,0,,,100000.0,-2001.8230774297556,97998.17692257024,-9558.798546191902,-0.305780612203599,-0.05486970841481187,-0.0548697084148117,32244.08256911146,-0.007359031390954,1.0,True,False
5054,59,VMM,VMM,VISHAL MEGA MART LIMITED,INE01EA01019,gap_fade_050,74.44967773921667,True,True,EQ,106.14,True,20.0,1000.0,500.0,4,3.0,4.186840000000007,5.0,0.01,1043042671.1299999,20.0,85,85,48,0,0,0,,,100000.0,6704.653738491077,106704.65373849108,-24088.11386426323,0.4386632466601775,-0.14574801631865275,-0.1457480163186527,33340.0725279754,-0.0034392221045696,1.0,True,False
5174,60,FEDERALBNK,FEDERALBNK,FEDERAL BANK LTD,INE171A01029,momentum_5d,73.92042637580566,True,True,EQ,343.0,True,20.0,1000.0,500.0,1,1.0,4.515999999999978,5.0,0.05,1485111743.85,20.0,37,37,7,0,0,0,,,100000.0,14005.517502068717,114005.51750206872,-1657.115454387298,1.500093520053595,-0.04103288774436653,-0.0410328877443665,-58351.39327023801,-0.0012118049365753,1.0,True,False
5184,61,SAMMAANCAP,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,INE148I01020,momentum_1d,73.9057593786151,True,True,EQ,158.39,True,20.0,1000.0,500.0,3,2.0,4.163560000000025,5.0,0.01,963280553.225,20.0,87,87,40,0,0,0,,,100000.0,17790.47613116374,117790.47613116374,-16836.93777923529,1.0013613882253822,-0.15590524967403363,-0.1559052496740335,-1532.4911509871165,-0.0020349888741905,1.0,True,False
5194,62,IOC,IOC,INDIAN OIL CORP LTD,INE242A01010,gap_fade_100,73.8784911584862,True,True,EQ,137.6,True,20.0,1000.0,500.0,3,2.0,3.6304000000000087,5.0,0.01,1088369458.555,20.0,43,43,21,0,0,0,,,100000.0,2736.791873981841,102736.79187398184,-13520.455830834384,0.2935549700243672,-0.07601193968463582,-0.0760119396846358,5863.332258461582,-0.0046173098272312,1.0,True,False
5198,63,RECLTD,RECLTD,REC LIMITED,INE020B01018,gap_continuation_100,73.87022806147745,True,True,EQ,318.7,True,20.0,1000.0,500.0,1,1.0,4.157400000000035,5.0,0.05,1931316464.5,20.0,26,26,12,0,0,0,,,100000.0,-295.0097917220846,99704.99020827792,-10164.35469091544,0.0046629856777276,-0.07948609946201446,-0.0794860994620143,15765.675533938513,-0.0065801896022142,1.0,True,False
