date,symbol,isin,series,close
2026-09-04,CHOLAHLDNG,INE149A01033,EQ,1525.7
2026-09-04,CHOLAFIN,INE121A01024,EQ,1839.0
2026-09-04,CIEINDIA,INE536H01010,EQ,385.35
2026-09-04,CINELINE,INE704H01022,EQ,95.23
2026-09-04,CINEVISTA,INE039B01026,EQ,14.24
2026-09-04,CIPLA,INE059A01026,EQ,1385.0
2026-09-04,CUB,INE491A01021,EQ,236.01
2026-09-04,CLEDUCATE,INE201M01029,BE,58.08
2026-09-04,CLEANMAX,INE647U01026,EQ,1347.9
2026-09-04,CLEAN,INE227W01023,EQ,836.15
2026-09-04,CMRGREEN,INE00WV01027,EQ,228.34
2026-09-04,CMSINFO,INE925R01014,EQ,243.46
2026-09-04,COALINDIA,INE522F01014,EQ,415.35
2026-09-04,COASTCORP,INE377E01024,EQ,41.88
2026-09-04,COCHINSHIP,INE704P01025,EQ,1499.1
2026-09-04,COFFEEDAY,INE335K01011,BE,32.86
2026-09-04,COFORGE,INE591G01025,EQ,1972.8
2026-09-04,COHANCE,INE03QK01018,EQ,456.6
2026-09-04,COLPAL,INE259A01022,EQ,1829.2
2026-09-04,COMFINTE,INE819A01049,EQ,6.21
2026-09-04,COMSYN,INE073V01015,EQ,301.3
2026-09-04,COMPEAU,INE823B01015,EQ,371.8
2026-09-04,COMPINFO,INE070C01037,BZ,1.09
2026-09-04,COMPUSOFT,INE453B01029,EQ,13.02
2026-09-04,CAMS,INE596I01020,EQ,748.8
2026-09-04,CONCORDBIO,INE338H01029,EQ,1417.1
2026-09-04,CEWATER,INE037Z01029,EQ,262.55
2026-09-04,CFEL,INE700F01024,EQ,32.48
2026-09-04,CONFIPET,INE552D01024,EQ,82.48
2026-09-04,CCCL,INE429I01024,EQ,14.27
2026-09-04,CONSOFINVT,INE025A01027,BE,288.3
2026-09-04,CONCOR,INE111A01025,EQ,508.0
2026-09-04,CONTROLPR,INE663B01015,EQ,593.35
2026-09-04,CORALFINAC,INE558D01021,EQ,33.47
2026-09-04,CORDSCABLE,INE792I01017,EQ,317.0
2026-09-04,COROMANDEL,INE169A01031,EQ,1938.8
2026-09-04,CORONA,INE02ZQ01018,EQ,2100.1
2026-09-04,COSMOFIRST,INE757A01017,EQ,919.85
2026-09-04,CCHHL,INE652F01027,EQ,12.61
2026-09-04,COUNCODOS,INE695B01025,BE,6.45
2026-09-04,CPCAP,INE521J01018,EQ,128.33
2026-09-04,CRAFTSMAN,INE00LO01017,EQ,11398.0
2026-09-04,CRAVATEX,INE145E01017,EQ,329.5
2026-09-04,CREATIVEYE,INE230B01021,EQ,6.19
2026-09-04,CNL,INE985W01018,EQ,1215.5
2026-09-04,CREDITACC,INE741K01010,EQ,1443.1
2026-09-04,MUFTI,INE220Q01020,EQ,75.23
2026-09-04,CRSL,INE716D01033,BE,2.73
2026-09-04,CREST,INE559D01011,EQ,359.0
2026-09-04,CRISIL,INE007A01025,EQ,4802.0
2026-09-04,CRIZAC,INE0S4R01014,EQ,160.29
2026-09-04,CROMPTON,INE299U01018,EQ,232.4
2026-09-04,CROWN,INE491V01019,EQ,112.84
2026-09-04,CSBBANK,INE679A01013,EQ,328.55
2026-09-04,CSLFINANCE,INE718F01018,EQ,251.77
2026-09-04,CSM,INE0ZK601013,EQ,94.36
2026-09-04,CUBEXTUB,INE144D01012,EQ,76.8
2026-09-04,CUMMINSIND,INE298A01020,EQ,5035.0
2026-09-04,CUPID,INE509F01029,EQ,283.15
2026-09-04,CURAA,INE117B01020,EQ,72.46
2026-09-04,CYBERMEDIA,INE278G01037,EQ,26.4
2026-09-04,CYBERTECH,INE214A01019,BE,133.36
2026-09-04,CYIENTDLM,INE055S01018,EQ,856.95
2026-09-04,CYIENT,INE136B01020,EQ,1101.8
2026-09-04,DPWIRES,INE864X01013,BE,154.62
2026-09-04,DLINKINDIA,INE250K01012,EQ,451.15
2026-09-04,DPABHUSHAN,INE266Y01019,EQ,1414.2
2026-09-04,DBCORP,INE950I01011,EQ,195.65
2026-09-04,DABUR,INE016A01026,EQ,380.9
2026-09-04,DAICHI,INE928C01010,EQ,364.8
2026-09-04,DALBHARAT,INE00R701025,EQ,1749.3
2026-09-04,DALMIASUG,INE495A01022,EQ,438.55
2026-09-04,DAMCAPITAL,INE284H01025,EQ,144.9
2026-09-04,DAMODARIND,INE497D01022,BE,28.45
2026-09-04,DANGEE,INE688Y01022,EQ,2.94
2026-09-04,DATAPATTNS,INE0IX101010,EQ,4585.0
2026-09-04,DATAMATICS,INE365B01017,EQ,764.9
2026-09-04,DAVANGERE,INE179G01029,EQ,1.96
2026-09-04,DBSTOCKBRO,INE921B01025,BE,28.63
2026-09-04,DCI,INE0A1101019,EQ,350.55
2026-09-04,DCBBANK,INE503A01015,EQ,220.74
2026-09-04,DCMFINSERV,INE891B01012,EQ,5.2
2026-09-04,DCM,INE498A01018,BE,77.01
2026-09-04,DCMNVL,INE08KP01019,EQ,184.96
2026-09-04,DSFCL,INE0OFM01015,BE,25.81
2026-09-04,DCMSRIND,INE843D01027,EQ,44.91
2026-09-04,DCMSIL,INE0OU201013,EQ,68.76
2026-09-04,DCMSHRIRAM,INE499A01024,EQ,1020.9
2026-09-04,DCW,INE500A01029,EQ,45.98
2026-09-04,DCXINDIA,INE0KL801015,EQ,168.83
2026-09-04,DDEVPLSTIK,INE0HR601026,EQ,273.0
2026-09-04,DENORA,INE244A01016,EQ,812.3
2026-09-04,DECCANCE,INE583C01021,EQ,569.75
2026-09-04,DECNGOLD,INE945F01025,EQ,213.87
2026-09-04,DEEDEV,INE841L01016,EQ,658.25
2026-09-04,DEEPINDS,INE0FHS01024,EQ,786.45
2026-09-04,DEEP,INE00IY01012,EQ,35.0
2026-09-04,DBEIL,INE0OPA01027,BE,6.43
2026-09-04,DEEPAKFERT,INE501A01019,EQ,1362.1
2026-09-04,DEEPAKNTR,INE288B01029,EQ,1712.4
2026-09-04,DELHIVERY,INE148O01028,EQ,457.9
2026-09-04,DELPHIFX,INE726L01027,BE,6.04
2026-09-04,DELTACORP,INE124G01033,EQ,56.12
2026-09-04,DELTAMAGNT,INE393A01011,EQ,58.4
2026-09-04,DEN,INE947J01015,EQ,27.97
2026-09-04,DENTA,INE0R4L01018,EQ,275.35
2026-09-04,DEVX,INE0VOV01021,EQ,33.29
2026-09-04,DEVIT,INE060X01034,EQ,24.21
2026-09-04,DEVYANI,INE872J01023,EQ,139.28
2026-09-04,DHABRIYA,INE260R01016,BE,503.45
2026-09-04,DBOL,INE0I3401014,EQ,124.99
2026-09-04,DHAMPURSUG,INE041A01016,EQ,167.59
2026-09-04,DHANBANK,INE680A01011,EQ,31.86
2026-09-04,DHANUKA,INE435G01025,EQ,1010.65
2026-09-04,DHARAN,INE278R01034,BZ,0.13
2026-09-04,DHARMAJ,INE00OQ01016,EQ,270.05
2026-09-04,DHATRE,INE715T01031,EQ,4.33
2026-09-04,DHOOTTRANS,INE01NH01023,EQ,1615.7
2026-09-04,DHRUV,INE506Z01015,EQ,22.32
2026-09-04,DHUNINV,INE320L01011,EQ,1019.15
2026-09-04,DTIL,INE341R01014,BE,150.64
2026-09-04,DVL,INE477B01010,EQ,290.05
2026-09-04,DIAMINESQ,INE591D01014,EQ,240.99
2026-09-04,DIACABS,INE989C01038,BE,331.8
2026-09-04,DICIND,INE303A01010,EQ,618.6
2026-09-04,DIFFNKG,INE184O01015,EQ,474.9
2026-09-04,DGCONTENT,INE03JI01017,EQ,24.83
2026-09-04,DIGIDRIVE,INE0PSC01024,EQ,17.65
2026-09-04,DIGISPICE,INE927C01020,EQ,16.98
2026-09-04,DIGITIDE,INE0U4701011,EQ,97.01
2026-09-04,DIGJAMLMTD,INE731U01028,EQ,49.96
2026-09-04,DNAMEDIA,INE016M01021,EQ,2.63
2026-09-04,DBL,INE917M01012,EQ,401.0
2026-09-04,DISAQ,INE131C01011,EQ,11990.0
2026-09-04,DISHTV,INE836F01026,EQ,2.57
2026-09-04,DCAL,INE385W01011,EQ,174.38
2026-09-04,DIVGIITTS,INE753U01022,EQ,1235.8
2026-09-04,DIVISLAB,INE361B01024,EQ,9100.0
2026-09-04,DIXON,INE935N01020,EQ,14240.0
2026-09-04,DJML,INE0B1K01014,EQ,75.64
2026-09-04,DLF,INE271C01023,EQ,681.9
2026-09-04,DMCC,INE505A01010,EQ,293.35
2026-09-04,DODLA,INE021O01019,EQ,1066.8
2026-09-04,DOLATALGO,INE966A01022,EQ,70.91
2026-09-04,DOLLAR,INE325C01035,EQ,264.25
2026-09-04,DOLPHIN,INE920A01037,EQ,674.0
2026-09-04,DOMS,INE321T01012,EQ,2208.7
2026-09-04,DONEAR,INE668D01028,EQ,92.25
2026-09-04,DPSCLTD,INE360C01024,BE,7.09
2026-09-04,AGARWALEYE,INE943P01029,EQ,514.1
2026-09-04,DRAGARWQ,INE934C01018,EQ,5422.5
2026-09-04,LALPATHLAB,INE600L01024,EQ,1877.5
2026-09-04,DRREDDY,INE089A01031,EQ,1151.0
2026-09-04,DRCSYSTEMS,INE03RS01027,EQ,13.64
2026-09-04,DREAMFOLKS,INE0JS101016,EQ,66.93
2026-09-04,DREDGECORP,INE506A01018,EQ,1087.7
2026-09-04,KEEPLEARN,INE055C01020,EQ,1.87
2026-09-04,DUCON,INE741L01018,EQ,1.92
2026-09-04,DWARKESH,INE366A01041,EQ,47.31
2026-09-04,DSSL,INE417B01040,EQ,1053.1
2026-09-04,DYNAMATECH,INE221B01012,EQ,11654.0
2026-09-04,DYCL,INE600Y01019,EQ,487.9
2026-09-04,DYNPRO,INE256H01015,EQ,236.06
2026-09-04,E2E,INE255Z01027,BE,601.55
2026-09-04,EASTWEST,INE595R01023,EQ,2.36
2026-09-04,EASTSILK,INE962C01035,BE,61.0
2026-09-04,EASEMYTRIP,INE07O001026,EQ,6.0
2026-09-04,EBIX,INE432F01032,BE,20.28
2026-09-04,ECLERX,INE738I01010,EQ,1905.7
2026-09-04,ECORECO,INE316A01038,EQ,459.35
2026-09-04,ECOSMOBLTY,INE06HJ01020,EQ,113.54
2026-09-04,EDELWEISS,INE532F01054,EQ,136.08
2026-09-04,EFCIL,INE886D01026,EQ,193.24
2026-09-04,EICHERMOT,INE066A01021,EQ,7630.5
2026-09-04,EIDPARRY,INE126A01031,EQ,781.35
2026-09-04,EIHAHOTELS,INE276C01014,EQ,297.65
2026-09-04,EIHOTEL,INE230A01023,EQ,291.9
2026-09-04,EIMCOELECO,INE158B01016,EQ,2254.4
2026-09-04,EKI,INE0CPR01018,EQ,74.13
2026-09-04,ELANTAS,INE280B01018,EQ,12219.0
2026-09-04,ELCIDIN,INE927X01018,EQ,107590.0
2026-09-04,ELDEHSG,INE668G01021,EQ,789.1
2026-09-04,ELECON,INE205B01031,EQ,433.75
2026-09-04,EMIL,INE02YR01019,EQ,173.74
2026-09-04,ELECTCAST,INE086A01029,EQ,83.71
2026-09-04,ELECTHERM,INE822G01016,EQ,980.9
2026-09-04,ELGIEQUIP,INE285A01027,EQ,642.1
2026-09-04,ELGIRUBCO,INE819L01012,EQ,58.69
2026-09-04,ELIN,INE050401020,EQ,95.4
2026-09-04,ELITECON,INE669R01026,EQ,8.68
2026-09-04,ELLEN,INE236E01022,EQ,331.85
2026-09-04,ELPROINTL,INE579B01039,EQ,174.0
2026-09-04,EMAMILTD,INE548C01032,EQ,366.05
2026-09-04,EMAMIPAP,INE830C01026,BE,115.92
2026-09-04,EMAMIREAL,INE778K01012,EQ,66.74
2026-09-04,EMBDL,INE069I01010,EQ,57.53
2026-09-04,EMCURE,INE168P01015,EQ,1927.6
2026-09-04,EMKAY,INE296H01011,EQ,267.25
2026-09-04,EMMBI,INE753K01015,BE,91.0
2026-09-04,EMMVEE,INE1C6T01020,EQ,325.2
2026-09-04,EMPIND,INE515H01014,EQ,1195.6
2026-09-04,EMPOWER,INE507F01023,EQ,1.84
2026-09-04,EMSLIMITED,INE0OV601013,EQ,383.05
2026-09-04,EMUDHRA,INE01QM01018,EQ,524.8
2026-09-04,ENDURANCE,INE913H01037,EQ,2782.8
2026-09-04,ENERGYDEV,INE306C01019,EQ,15.49
2026-09-04,ENGINERSIN,INE510A01028,EQ,279.45
2026-09-04,ENKEIWHEL,INE130L01014,EQ,389.8
2026-09-04,ENTERO,INE010601016,EQ,1827.6
2026-09-04,ENIL,INE265F01028,EQ,102.65
2026-09-04,EIEL,INE0LLY01014,EQ,199.17
2026-09-04,EPACK,INE0G5901015,EQ,189.27
2026-09-04,EPACKPEB,INE0MLS01022,EQ,231.11
2026-09-04,EPIGRAL,INE071N01016,EQ,1219.7
2026-09-04,EPL,INE255A01020,EQ,247.1
2026-09-04,EQUIPPP,INE217G01035,BE,22.75
2026-09-04,EQUITASBNK,INE063P01018,EQ,72.95
2026-09-04,ERIS,INE406M01024,EQ,1321.7
2026-09-04,ESABINDIA,INE284A01012,EQ,6067.5
2026-09-04,ESAFSFB,INE818W01011,BE,41.41
2026-09-04,ESCORTS,INE042A01014,EQ,2968.8
2026-09-04,ESDS,INE0DRI01029,EQ,908.4
2026-09-04,ESSARSHPNG,INE122M01019,EQ,17.09
2026-09-04,ESTER,INE778B01029,EQ,93.57
2026-09-04,ETERNAL,INE758T01015,EQ,322.75
2026-09-04,ETHOSLTD,INE04TZ01018,EQ,2792.8
2026-09-04,EUREKAFORB,INE0KCE01017,EQ,423.75
2026-09-04,EIFFL,INE546V01010,BE,273.05
2026-09-04,EUROBOND,INE505V01016,EQ,151.0
2026-09-04,EUROPRATIK,INE198501012,EQ,263.75
2026-09-04,EUROTEXIND,INE022C01012,BE,13.73
2026-09-04,EVEREADY,INE128A01029,EQ,317.9
2026-09-04,EVERESTIND,INE295A01018,BE,423.9
2026-09-04,EKC,INE184H01027,EQ,106.42
2026-09-04,EXCELINDUS,INE369A01029,EQ,1031.4
2026-09-04,EXCELSOFT,INE606N01019,EQ,70.23
2026-09-04,EXICOM,INE777F01014,EQ,177.85
2026-09-04,EXIDEIND,INE302A01020,EQ,424.35
2026-09-04,EXPLEOSOL,INE201K01015,EQ,899.0
2026-09-04,EXXARO,INE0GFE01026,EQ,6.59
2026-09-04,FABTECH,INE0HF201011,EQ,150.2
2026-09-04,FACT,INE188A01015,EQ,801.4
2026-09-04,FAIRCHEMOR,INE0DNW01011,BE,660.25
2026-09-04,FAZE3Q,INE963C01033,EQ,493.95
2026-09-04,FCSSOFT,INE512B01022,EQ,1.45
2026-09-04,FDC,INE258B01022,EQ,342.8
2026-09-04,FEDFINA,INE007N01010,EQ,161.56
2026-09-04,FEDDERSHOL,INE417D01020,EQ,47.28
2026-09-04,FEDERALBNK,INE171A01029,EQ,343.0
2026-09-04,FMGOETZE,INE529A01010,EQ,501.45
2026-09-04,FERMENTA,INE225B01021,EQ,498.5
2026-09-04,FIBERWEB,INE296C01020,EQ,25.75
2026-09-04,FIEMIND,INE737H01014,EQ,2085.8
2026-09-04,FILATFASH,INE185E01021,EQ,0.18
2026-09-04,FILATEX,INE816B01035,EQ,77.72
2026-09-04,FINEORG,INE686Y01026,EQ,5152.0
2026-09-04,FCL,INE045J01034,EQ,51.51
2026-09-04,FINKURVE,INE734I01027,EQ,72.31
2026-09-04,FINOPB,INE02NC01014,EQ,139.33
2026-09-04,FINCABLES,INE235A01022,EQ,1220.2
2026-09-04,FINPIPE,INE183A01024,EQ,158.63
2026-09-04,FSL,INE684F01012,EQ,264.4
2026-09-04,FISCHER,INE771F01041,EQ,36.04
2026-09-04,FIVESTAR,INE128S01021,EQ,523.05
2026-09-04,FLAIR,INE00Y201027,EQ,243.71
2026-09-04,FLEXITUFF,INE060J01017,BE,2.29
2026-09-04,FOCUS,INE593W01028,BE,63.37
2026-09-04,FOODSIN,INE976E01023,EQ,57.37
2026-09-04,FORCEMOT,INE451A01017,EQ,17500.0
2026-09-04,FORTIS,INE061F01013,EQ,905.0
2026-09-04,FOSECOIND,INE519A01011,EQ,6263.0
2026-09-04,FRACTAL,INE212S01015,EQ,825.45
2026-09-04,FREDUN,INE194R01017,EQ,1470.7
2026-09-04,FRONTSP,INE572D01014,EQ,1291.8
2026-09-04,NYKAA,INE388Y01029,EQ,332.5
2026-09-04,UTLSOLAR,INE12UR01024,EQ,429.75
2026-09-04,FUSION,INE139R01012,EQ,203.19
2026-09-04,FLFL,INE452O01016,BZ,1.25
2026-09-04,FEL,INE623B01027,BZ,0.38
2026-09-04,FMNL,INE360L01017,EQ,10.1
2026-09-04,GMBREW,INE075D01018,EQ,919.85
2026-09-04,GRINFRA,INE201P01022,EQ,869.1
2026-09-04,GTECJAINX,INE586X01012,BE,29.27
2026-09-04,GABRIEL,INE524A01029,EQ,1353.2
2026-09-04,GATECH,INE224E01028,BE,0.91
2026-09-04,GATECHDVR,INE224E01036,BE,0.48
2026-09-04,GAIL,INE129A01019,EQ,173.4
2026-09-04,GAJA,INE18UN01038,EQ,161.1
2026-09-04,GALAPREC,INE0RE001014,EQ,1024.0
2026-09-04,GALAXYSURF,INE600K01018,EQ,2165.0
2026-09-04,GALLANTT,INE297H01019,EQ,574.0
2026-09-04,GANDHAR,INE717W01049,EQ,267.6
2026-09-04,GANDHITUBE,INE524B01027,EQ,900.15
2026-09-04,GANESHBE,INE388A01029,BE,123.23
2026-09-04,GANESHCP,INE652V01016,EQ,174.46
2026-09-04,GANESHHOU,INE460C01014,EQ,758.95
2026-09-04,GANECOS,INE845D01014,EQ,999.9
2026-09-04,GANGAFORGE,INE691Z01023,EQ,1.68
2026-09-04,GANGESSECU,INE335W01016,EQ,118.71
2026-09-04,GRSE,INE382Z01011,EQ,2533.2
2026-09-04,GARUDA,INE0JVO01026,EQ,178.73
2026-09-04,GRWRHITECH,INE291A01017,EQ,7086.5
2026-09-04,GARFIBRES,INE276A01018,EQ,800.55
2026-09-04,GATEWAY,INE079J01017,EQ,54.69
2026-09-04,GAUDIUMIVF,INE0P8B01020,BE,116.43
2026-09-04,GAYAHWS,INE287Z01012,EQ,1.93
2026-09-04,GAYAPROJ,INE336H01023,EQ,21.76
2026-09-04,GVPIL,INE878A01011,EQ,649.6
2026-09-04,GVT&D,INE200A01026,EQ,4306.3
2026-09-04,GEECEE,INE916G01016,BE,366.2
2026-09-04,GEEKAYWIRE,INE669X01032,EQ,29.61
2026-09-04,GEMAROMA,INE06XZ01023,EQ,161.5
2026-09-04,GICRE,INE481Y01014,EQ,358.45
2026-09-04,GENCON,INE854S01022,EQ,44.63
2026-09-04,GENESYS,INE727B01026,EQ,230.88
2026-09-04,GENSOL,INE06H201014,BZ,17.28
2026-09-04,GENUSPAPER,INE949P01018,EQ,12.76
2026-09-04,GENUSPOWER,INE955D01029,EQ,337.8
2026-09-04,GEOJITFSL,INE007B01023,EQ,82.72
2026-09-04,GFLLIMITED,INE538A01037,EQ,62.81
2026-09-04,GHCL,INE539A01019,EQ,436.6
2026-09-04,GHCLTEXTIL,INE0PA801013,EQ,136.72
2026-09-04,GICHSGFIN,INE289B01019,EQ,140.45
2026-09-04,GILLANDERS,INE047B01011,EQ,103.19
2026-09-04,GILLETTE,INE322A01010,EQ,7312.5
2026-09-04,GINNIFILA,INE424C01010,BE,42.57
2026-09-04,GKENERGY,INE1AG301022,EQ,128.96
2026-09-04,GKB,INE265D01015,EQ,63.97
2026-09-04,GKWLIMITED,INE528A01020,EQ,1610.9
2026-09-04,GLAND,INE068V01023,EQ,2932.4
2026-09-04,GLAXO,INE159A01016,EQ,2958.1
2026-09-04,GLENMARK,INE935A01035,EQ,2437.2
2026-09-04,GLOBAL,INE291W01037,EQ,120.45
2026-09-04,MEDANTA,INE474Q01031,EQ,1469.8
2026-09-04,GSLSU,INE0JSX01015,EQ,28.37
2026-09-04,GLOBALVECT,INE792H01019,EQ,141.16
2026-09-04,GLOBALE,INE0URU01010,EQ,11.39
2026-09-04,GLOBECIVIL,INE0V3U01015,EQ,48.15
2026-09-04,GLOBE,INE581X01021,EQ,1.89
2026-09-04,GICL,INE947T01022,EQ,24.6
2026-09-04,GLOBUSSPR,INE615I01010,EQ,914.3
2026-09-04,GLOSTERLTD,INE350Z01018,EQ,596.5
2026-09-04,GLOTTIS,INE0TQE01026,EQ,62.1
2026-09-04,GMMPFAUDLR,INE541A01023,EQ,1147.9
2026-09-04,GMRAIRPORT,INE776C01039,EQ,97.45
2026-09-04,GMRP&UI,INE0CU601026,EQ,95.3
2026-09-04,GNA,INE934S01014,EQ,551.05
2026-09-04,EBGNG,INE18JU01028,EQ,601.25
2026-09-04,GODIGIT,INE03JT01014,EQ,258.3
2026-09-04,GOCOLORS,INE0BJS01011,EQ,326.65
2026-09-04,GOACARBON,INE426D01013,EQ,378.45
2026-09-04,GOCLCORP,INE077F01035,EQ,427.45
2026-09-04,GODAVARIB,INE497S01012,EQ,241.7
2026-09-04,GPIL,INE177H01039,EQ,240.67
2026-09-04,GODFRYPHLP,INE260B01028,EQ,2051.0
2026-09-04,GODREJAGRO,INE850D01014,EQ,644.85
2026-09-04,GODREJCP,INE102D01028,EQ,878.0
2026-09-04,GODREJIND,INE233A01035,EQ,1163.5
2026-09-04,GODREJPROP,INE484J01027,EQ,1982.0
2026-09-04,GOKEX,INE887G01027,EQ,789.2
2026-09-04,GOKULAGRO,INE314T01033,EQ,231.17
2026-09-04,GOKUL,INE020J01029,EQ,42.96
2026-09-04,GOLDENTOBC,INE973A01010,BZ,24.96
2026-09-04,GOLDIAM,INE025B01025,EQ,345.3
2026-09-04,GOODLUCK,INE127I01024,EQ,472.9
2026-09-04,GOODYEAR,INE533A01012,EQ,741.5
2026-09-04,GOPAL,INE0L9R01028,EQ,265.1
2026-09-04,GOYALALUM,INE705X01026,EQ,6.22
2026-09-04,GULFPETRO,INE586G01017,BE,65.91
2026-09-04,GPTHEALTH,INE486R01017,EQ,158.17
2026-09-04,GPTINFRA,INE390G01014,EQ,112.1
2026-09-04,GRADIENTE,INE361K01017,EQ,2.71
2026-09-04,GRANDOAK,INE926B01016,EQ,34.84
2026-09-04,GRANULES,INE101D01020,EQ,848.3
2026-09-04,GRAPHITE,INE371A01025,EQ,733.6
2026-09-04,GRASIM,INE047A01021,EQ,3322.0
2026-09-04,GRAUWEIL,INE266D01021,EQ,70.59
2026-09-04,GRAVISSHO,INE214F01026,EQ,29.4
2026-09-04,GRAVITA,INE024L01027,EQ,1661.6
2026-09-04,GREAVESCOT,INE224A01026,EQ,195.56
2026-09-04,GREENLAM,INE544R01021,EQ,242.62
2026-09-04,GREENPANEL,INE08ZM01014,EQ,158.32
2026-09-04,GREENPLY,INE461C01038,EQ,304.7
2026-09-04,GCSL,INE199P01028,EQ,595.15
2026-09-04,GRINDWELL,INE536A01023,EQ,1962.5
2026-09-04,GRMOVER,INE192H01020,EQ,87.53
2026-09-04,GRPLTD,INE137I01015,EQ,2013.0
2026-09-04,GSPCROP,INE713R01022,EQ,619.25
2026-09-04,GSS,INE871H01011,EQ,11.03
2026-09-04,GTLINFRA,INE221H01019,EQ,1.16
2026-09-04,GTL,INE043A01012,EQ,7.11
2026-09-04,GTPL,INE869I01013,EQ,58.67
2026-09-04,GUFICBIO,INE742B01025,EQ,444.9
2026-09-04,GIPCL,INE162A01010,EQ,205.18
2026-09-04,GNFC,INE113A01013,EQ,596.7
2026-09-04,GSFC,INE026A01025,EQ,162.88
2026-09-04,GUJAPOLLO,INE826C01016,EQ,355.95
2026-09-04,GUJALKALI,INE186A01019,EQ,721.6
2026-09-04,GAEL,INE036B01030,EQ,167.81
2026-09-04,GUJENERGY,INE844O01030,EQ,263.59
2026-09-04,FLUOROCHEM,INE09N301011,EQ,4554.0
2026-09-04,GKSL,INE0V0W01025,EQ,172.81
2026-09-04,GLFL,INE540A01017,EQ,5.8
2026-09-04,GMDCLTD,INE131A01031,EQ,562.95
2026-09-04,GNRL,INE207H01018,EQ,99.27
2026-09-04,GPPL,INE517F01014,EQ,161.62
2026-09-04,GUJRAFFIA,INE610B01024,EQ,41.0
2026-09-04,GUJTHEM,INE942C01045,EQ,411.35
2026-09-04,GULFOILLUB,INE635Q01029,EQ,1067.8
2026-09-04,GULPOLY,INE255D01024,EQ,186.01
2026-09-04,GVKPIL,INE251H01024,BE,2.08
2026-09-04,GVPTECH,INE382T01030,BE,8.05
2026-09-04,GYFTR,INE724A01017,EQ,182.54
2026-09-04,HBESD,INE640B01021,EQ,75.1
2026-09-04,HGINFRA,INE926X01010,EQ,482.0
2026-09-04,HALDER,INE115S01010,EQ,293.5
2026-09-04,HALDYNGL,INE506D01020,BE,147.7
2026-09-04,HALEOSLABS,INE320X01016,EQ,1451.3
2026-09-04,HAMPTON,INE299D01022,EQ,7.86
2026-09-04,HGM,INE596H01014,EQ,52.63
2026-09-04,HAPPSTMNDS,INE419U01012,EQ,354.0
2026-09-04,HAPPYFORGE,INE330T01021,EQ,2238.5
2026-09-04,HARDWYN,INE626Z01029,EQ,9.13
2026-09-04,HARIOMPIPE,INE00EV01017,EQ,359.2
2026-09-04,HRYNSHP,INE400G01011,EQ,101.36
2026-09-04,HARRMALAYA,INE544A01019,EQ,192.72
2026-09-04,HARSHA,INE0JUS01029,EQ,454.35
2026-09-04,HATHWAY,INE982F01036,EQ,10.52
2026-09-04,HATSUN,INE473B01035,EQ,1168.8
2026-09-04,HAVELLS,INE176B01034,EQ,1154.0
2026-09-04,HAWKINCOOK,INE979B01015,EQ,8406.5
2026-09-04,HAZOOR,INE550F01049,EQ,19.13
2026-09-04,HBPOR,INE638B01025,EQ,58.38
2026-09-04,HBSL,INE550B01022,EQ,54.91
2026-09-04,HBLENGINE,INE292B01021,EQ,695.75
2026-09-04,HCL-INSYS,INE236A01020,EQ,10.1
2026-09-04,HCLTECH,INE860A01027,EQ,1293.4
2026-09-04,HDBFS,INE756I01012,EQ,682.7
2026-09-04,HDFCAMC,INE127D01025,EQ,2458.3
2026-09-04,HDFCBANK,INE040A01034,EQ,712.1
2026-09-04,HDFCLIFE,INE795G01014,EQ,546.4
2026-09-04,HEADSUP,INE759V01019,EQ,7.21
2026-09-04,HEALTHX,INE019J01013,EQ,300.3
2026-09-04,HCG,INE075I01017,EQ,700.2
2026-09-04,HECPROJECT,INE558R01013,EQ,117.78
2026-09-04,HEG,INE545A01024,EQ,728.25
2026-09-04,HEIDELBERG,INE578A01017,EQ,160.17
2026-09-04,HEMIPROP,INE0AJG01018,EQ,126.55
2026-09-04,HERANBA,INE694N01015,EQ,173.83
2026-09-04,HERITGFOOD,INE978A01027,EQ,382.35
2026-09-04,HEROMOTOCO,INE158A01026,EQ,5300.0
2026-09-04,HESTERBIO,INE782E01017,EQ,2405.4
2026-09-04,HEXATRADEX,INE750M01017,EQ,157.65
2026-09-04,HEXAGON,INE0JUI01012,BE,67.23
2026-09-04,HEXT,INE093A01041,EQ,528.6
2026-09-04,HFCL,INE548A01028,BE,231.44
2026-09-04,HITECH,INE106T01025,EQ,75.77
2026-09-04,HILINFRA,INE00RL01028,EQ,44.45
2026-09-04,HIKAL,INE475B01022,EQ,222.3
2026-09-04,HILTON,INE788H01017,EQ,18.63
2026-09-04,HSCL,INE019C01026,EQ,671.05
2026-09-04,HIMATSEIDE,INE049A01027,EQ,71.51
2026-09-04,HINDALUMI,INE227B01019,EQ,97.43
2026-09-04,HINDALCO,INE038A01020,EQ,1011.0
2026-09-04,HINDCON,INE642Y01029,EQ,23.9
2026-09-04,HPIL,INE05X901010,EQ,123.75
2026-09-04,HGS,INE170I01016,EQ,399.25
2026-09-04,HINDADH,INE074C01013,EQ,370.9
2026-09-04,HAL,INE066F01020,EQ,4856.0
2026-09-04,HINDCOMPOS,INE310C01029,EQ,394.85
2026-09-04,HCC,INE549A01026,EQ,22.98
2026-09-04,HINDCOPPER,INE531E01026,EQ,521.65
2026-09-04,HNDFDS,INE254N01026,EQ,615.05
