eq_rank,worklist_rank,symbol,current_symbol,company_name,isin,strategy,research_score,eq_screen_pass,worklist_pass,current_series,snapshot_price,broker_listed,mis_margin_percent,budget,notional_cap,cash_cap_shares,illustrative_risk_shares,illustrative_planned_loss,risk_budget,tick_size,recent_median_value,recent_sessions,number_of_trades,audited_trades,short_trades,restricted_trades,unknown_series_trades,non_eq_trades,screen_reasons,worklist_reasons,historical_initial_investment,net_pnl,historical_ending_value,pnl_30bps,sharpe,max_drawdown,original_max_drawdown,excess_pnl,confidence_95_low,coverage_ratio,intraday,execution_validated
5452,35,SCI,SCI,SHIPPING CORP OF INDIA LT,INE109A01011,volume_reversal,71.10035511018145,True,True,EQ,295.35,True,20.0,1000.0,500.0,1,1.0,3.8907000000000456,5.0,0.05,569615929.125,20.0,216,216,198,0,0,0,,,100000.0,116846.4508895191,216846.4508895191,-8530.143365540469,0.5618209678605647,-0.2577263574658425,-0.2577263574658424,-224738.45477085668,-0.000488874172371,1.0,True,False
5708,36,ENGINERSIN,ENGINERSIN,ENGINEERS INDIA LTD,INE510A01028,volume_reversal,70.34319210001459,True,True,EQ,279.45,True,20.0,1000.0,500.0,1,1.0,3.6489,5.0,0.05,643467907.135,20.0,170,170,142,0,0,0,,,100000.0,27179.89647412009,127179.89647412009,-35615.09510639166,0.2584905356024959,-0.196797666413419,-0.1967976664134191,-80640.01711041978,-0.0027132068886409,1.0,True,False
5803,37,INDUSTOWER,INDUSTOWER,INDUS TOWERS LIMITED,INE121J01017,gap_fade_050,69.9868657878095,True,True,EQ,376.8,True,20.0,1000.0,500.0,1,1.0,4.9636,5.0,0.05,1780856495.225,20.0,1105,1105,781,0,0,0,,,100000.0,129643.76450407876,229643.76450407878,-97256.01394091304,0.4432534219963605,-0.5234031284577009,-0.523403128457701,117249.14832304014,-0.0004582334149549,1.0,True,False
5949,38,BANKINDIA,BANKINDIA,BANK OF INDIA,INE084A01016,gap_fade_100,69.51111543513159,True,True,EQ,145.0,True,20.0,1000.0,500.0,3,2.0,3.8299999999999774,5.0,0.01,754397260.855,20.0,495,495,328,0,0,0,,,100000.0,29453.80957973516,129453.80957973516,-82198.74738031146,0.2303730527591661,-0.46754239760958416,-0.467542397609584,32626.566401904347,-0.0018595815670029,1.0,True,False
6140,39,ITC,ITC,ITC LTD,INE154A01025,gap_fade_100,68.770248577127,True,True,EQ,264.1,True,20.0,1000.0,500.0,1,1.0,3.458199999999966,5.0,0.05,3504678210.3999996,20.0,208,208,126,0,0,0,,,100000.0,2268.721826164445,102268.72182616444,-55573.50106862002,0.0723612622239388,-0.26325639730774975,-0.2632563973077497,-4139.50602193673,-0.0025728245919903,1.0,True,False
6230,40,GAIL,GAIL,GAIL (INDIA) LTD,INE129A01019,gap_fade_050,68.38497835287251,True,True,EQ,173.4,True,20.0,1000.0,500.0,2,2.0,4.583600000000036,5.0,0.01,1109878265.1999998,20.0,1015,1015,734,0,0,0,,,100000.0,58597.39489641081,158597.3948964108,-97283.89527315396,0.3296183150398772,-0.410242632568557,-0.410242632568557,20982.48194393676,-0.0006030128399016,1.0,True,False
6286,41,GAIL,GAIL,GAIL (INDIA) LTD,INE129A01019,volume_reversal,68.19891034684049,True,True,EQ,173.4,True,20.0,1000.0,500.0,2,2.0,4.583600000000036,5.0,0.01,1109878265.1999998,20.0,109,109,79,0,0,0,,,100000.0,381.0344779494189,100381.03447794942,-35157.418139067566,0.0480312316500431,-0.2054303805824701,-0.2054303805824702,-37233.87847452464,-0.0047729536521819,1.0,True,False
6357,42,MOREPENLAB,MOREPENLAB,MOREPEN LAB. LTD,INE083A01026,gap_fade_050,67.92674028311524,True,True,EQ,113.74,True,20.0,1000.0,500.0,4,3.0,4.502440000000029,5.0,0.01,2521047229.6800003,20.0,1400,1400,1111,0,0,0,,,100000.0,409762.47514830896,509762.47514830896,-98131.62201796749,0.5989373587788273,-0.6619149073467127,-0.6619149073467127,20142.221983749187,-8.710347777107232e-05,1.0,True,False
6370,43,IFCI,IFCI,IFCI LTD,INE039A01010,volume_reversal,67.88660796808873,True,True,EQ,101.38,True,20.0,1000.0,500.0,4,3.0,4.008280000000015,5.0,0.01,3490384221.1400003,20.0,201,201,166,0,0,0,,,100000.0,68850.792615152,168850.792615152,-24481.23564890487,0.3480703069513088,-0.3977907063782963,-0.3977907063782963,-134278.70378772388,-0.0032049719700872,1.0,True,False
6385,44,EDELWEISS,EDELWEISS,EDELWEISS FIN SERV LTD,INE532F01054,volume_reversal,67.82774723938319,True,True,EQ,136.08,True,20.0,1000.0,500.0,3,2.0,3.604320000000027,5.0,0.01,529679119.34000003,20.0,185,185,144,0,0,0,,,100000.0,28364.54946177629,128364.54946177629,-38814.89127265872,0.2391978340652572,-0.36764155346696215,-0.3676415534669621,-68136.33237243873,-0.0032929695281836,1.0,True,False
6456,45,RECLTD,RECLTD,REC LIMITED,INE020B01018,volume_reversal,67.5679817093934,True,True,EQ,318.7,True,20.0,1000.0,500.0,1,1.0,4.157400000000035,5.0,0.05,1931316464.5,20.0,112,112,72,0,0,0,,,100000.0,17723.17752260412,117723.17752260412,-24820.35076035533,0.2078812874806716,-0.19052521009001,-0.1905252100900101,-164390.9772843744,-0.0039827989399328,1.0,True,False
6530,46,WELSPUNLIV,WELSPUNLIV,WELSPUN LIVING LIMITED,INE192B01031,gap_fade_100,67.33083621150946,True,True,EQ,208.51,True,20.0,1000.0,500.0,2,1.0,2.7770200000000127,5.0,0.01,718406604.175,20.0,620,620,436,0,0,0,,,100000.0,253499.33714925943,353499.3371492594,-70442.3590974542,0.5881517157294203,-0.6214420836780086,-0.6214420836780086,-43384.04778366082,-0.0001761584888436,1.0,True,False
6550,47,BANKINDIA,BANKINDIA,BANK OF INDIA,INE084A01016,volume_reversal,67.2590844967651,True,True,EQ,145.0,True,20.0,1000.0,500.0,3,2.0,3.8299999999999774,5.0,0.01,754397260.855,20.0,157,157,118,0,0,0,,,100000.0,-6529.624236506745,93470.37576349326,-50214.12448698762,0.0190914153693038,-0.23094241745594213,-0.2309424174559421,-3356.867414337554,-0.0052511305997584,1.0,True,False
6737,48,WIPRO,WIPRO,WIPRO LTD,INE075A01022,volume_continuation,66.5284331371309,True,True,EQ,176.4,True,20.0,1000.0,500.0,2,2.0,4.655600000000039,5.0,0.01,1251249582.315,20.0,101,101,38,0,0,0,,,100000.0,-2597.79748121358,97402.20251878642,-35033.7577494785,-0.0179136878777629,-0.15623694933764243,-0.1562369493376424,-52662.650201510725,-0.0036605196855587,1.0,True,False
6796,49,ITC,ITC,ITC LTD,INE154A01025,gap_fade_050,66.25772243031571,True,True,EQ,264.1,True,20.0,1000.0,500.0,1,1.0,3.458199999999966,5.0,0.05,3504678210.3999996,20.0,688,688,466,0,0,0,,,100000.0,9013.036715667738,109013.03671566774,-93083.42052784612,0.1328616019918676,-0.28958447565167356,-0.2895844756516735,2604.808867566564,-0.0009683922468411,1.0,True,False
6801,50,TATAPOWER,TATAPOWER,TATA POWER CO LTD,INE245A01021,gap_fade_100,66.247750158097,True,True,EQ,368.0,True,20.0,1000.0,500.0,1,1.0,4.845999999999977,5.0,0.05,1580684879.8,20.0,409,409,286,0,0,0,,,100000.0,167540.92710761912,267540.9271076191,-47895.96971043311,0.6269899366021043,-0.39275198660341504,-0.3927519866034151,-195921.8773690085,3.0218949086079083e-06,1.0,True,False
6824,51,MRPL,MRPL,MRPL,INE103A01014,volume_reversal,66.16651262343727,True,True,EQ,174.83,True,20.0,1000.0,500.0,2,2.0,4.609320000000018,5.0,0.01,1066722579.155,20.0,188,188,163,0,0,0,,,100000.0,15719.504206476922,115719.50420647692,-45531.391737193895,0.1765804539720193,-0.25712601544775326,-0.2571260154477532,-99665.11117813802,-0.00401299858623,1.0,True,False
6840,52,LTF,LTF,L&T FINANCE LIMITED,INE498L01015,volume_reversal,66.07141119813203,True,True,EQ,314.0,True,20.0,1000.0,500.0,1,1.0,4.098000000000023,5.0,0.05,1074454374.875,20.0,135,135,100,0,0,0,,,100000.0,20663.101277215872,120663.10127721587,-29726.019390166868,0.2248120350966601,-0.1944330152176521,-0.194433015217652,-218893.8607480988,-0.0034171372142978,1.0,True,False
6897,53,ITC,ITC,ITC LTD,INE154A01025,volume_reversal,65.89653159507711,True,True,EQ,264.1,True,20.0,1000.0,500.0,1,1.0,3.458199999999966,5.0,0.05,3504678210.3999996,20.0,88,88,60,0,0,0,,,100000.0,-7211.796249659048,92788.20375034095,-34814.580322882095,-0.0905506133075377,-0.2577050537685537,-0.2577050537685538,-13620.024097760224,-0.0050906216712075,1.0,True,False
6906,54,WELSPUNLIV,WELSPUNLIV,WELSPUN LIVING LIMITED,INE192B01031,volume_reversal,65.85104830471371,True,True,EQ,208.51,True,20.0,1000.0,500.0,2,1.0,2.7770200000000127,5.0,0.01,718406604.175,20.0,189,189,152,0,0,0,,,100000.0,46378.70105737698,146378.70105737698,-31292.07082747557,0.3600048785816375,-0.2865105392543509,-0.2865105392543509,-250504.6838755433,-0.0018521696924858,1.0,True,False
7037,55,EPL,EPL,EPL LIMITED,INE255A01020,volume_reversal,65.40375541178187,True,True,EQ,247.1,True,20.0,1000.0,500.0,2,1.0,3.254200000000017,5.0,0.05,640014168.835,20.0,155,155,113,0,0,0,,,100000.0,8629.116831823718,108629.11683182372,-41629.16590674401,0.1339614830535035,-0.21155352362814073,-0.2115535236281407,-123470.58505021063,-0.0032420021521744,1.0,True,False
7253,56,BANKINDIA,BANKINDIA,BANK OF INDIA,INE084A01016,gap_fade_050,64.49676509218271,True,True,EQ,145.0,True,20.0,1000.0,500.0,3,2.0,3.8299999999999774,5.0,0.01,754397260.855,20.0,1206,1206,869,0,0,0,,,100000.0,43193.18367277429,143193.1836727743,-98861.01080465788,0.2729300191289761,-0.6582911608608959,-0.6582911608608959,46365.94049494348,-0.0008684840583699,1.0,True,False
7296,57,MARKSANS,MARKSANS,MARKSANS PHARMA LIMITED,INE750C01026,volume_reversal,64.3126428953641,True,True,EQ,326.75,True,20.0,1000.0,500.0,1,1.0,4.2935,5.0,0.05,723088181.3,20.0,185,185,146,0,0,0,,,100000.0,81794.79013887505,181794.79013887505,-13257.878799904383,0.3995571024524684,-0.3814432882442451,-0.381443288244245,-620542.23323136,-0.0025112689028963,1.0,True,False
7459,58,POWERGRID,POWERGRID,POWER GRID CORP. LTD.,INE752E01010,volume_continuation,63.55061536216374,True,True,EQ,266.0,True,20.0,1000.0,500.0,1,1.0,3.5119999999999774,5.0,0.05,2045111029.025,20.0,85,85,24,0,0,0,,,100000.0,-10243.42172542888,89756.57827457112,-36192.30774991797,-0.1112191857314846,-0.15366258137388078,-0.1536625813738807,-57205.97373652535,-0.0064082500394047,1.0,True,False
7520,59,INDUSTOWER,INDUSTOWER,INDUS TOWERS LIMITED,INE121J01017,volume_reversal,63.302038235151045,True,True,EQ,376.8,True,20.0,1000.0,500.0,1,1.0,4.9636,5.0,0.05,1780856495.225,20.0,128,128,83,0,0,0,,,100000.0,-4602.542150807072,95397.45784919293,-42921.479661491445,0.0383564433931957,-0.4896939038953375,-0.4896939038953375,-16997.158331845683,-0.0065936369382421,1.0,True,False
7557,60,PETRONET,PETRONET,PETRONET LNG LIMITED,INE347G01014,reversal_5d,63.104781826141945,True,True,EQ,288.1,True,20.0,1000.0,500.0,1,1.0,3.776200000000023,5.0,0.05,504148000.35,20.0,393,393,219,0,0,0,,,100000.0,16140.76740185311,116140.76740185311,-75957.18692396674,0.17676464830743,-0.4004366393526919,-0.4004366393526919,-57423.64766007307,-0.0016494832099605,1.0,True,False
